,Glul,Sparcl1,Calm2,Cpe,Snap25,Ndrg4,Eef1a1,Ckb,Gng13,S100a5,Trak2,Omp,Kif5b,Sash1,Scd1,Mcf2l,Igfbp5,Nr2f2,Vtn,Frzb,Sorbs1,Timp3,Lpar1,Atf5,Npy,Sez6,Ccnd1,Tubb2b,Mest,Fmo1,Vim,Ahnak,Ptn,Id3,Baiap2,Ahcyl2,Kcnh3,Nudt4,Cldn5,Gja1,Igfbp7,Hmgcs2,Rgcc,Igf1,Gpt2,Foxd3,Unc13c,Prdx6,Rbfox3,Pmepa1,2310022B05Rik,Igfbp4,Psd,Dcn,Sh3pxd2a,Agt,Epas1,Gprin1,Ablim3,Aqp4,Bpifb9b,Mfap3l,Msi2,S100b,Ppfia1,Col1a1,Kcnj10,Plekhb1,Lrrc58,Icam5,Slc7a11,Ctxn1,B2m,Tmem132b,Gm13889,Plp1,Bpifb9a,Bgn,Phgdh,Hey2,Aspa,Prdx1,Igfbp2,Psat1,Cebpd,Gsn,Atp1a2,Abl2,Ifitm3,Kcnj4,Clca1,Cav1,Ccnd2,Slc4a4,Myo5a,Plce1,Rcn2,Bai2,Sox10,Necab2,Tax1bp3,Dpf1,Edil3,Nrep,Vstm4,Igf2,Rcn1,Wls,Camk2a,Prss23,2010300C02Rik,Trnp1,Tspan15,Tbc1d9b,Heyl,Pik3r1,Hbb-b2,Nnat,Fyco1,Ifi27l1,Mmd2,Tyro3,Fam163b,Fxyd6,Dab2ip,Lmo4,Fmnl2,Arpc1b,Bmp7,Aebp1,Limd2,S100a16,Slc13a4,Cnn3,Plekha4,Dcx,Yap1,Itm2a,Lamc1,Mdk,Dnajc6,Shisa9,Aldh1a1,Tnfrsf19,Srebf1,Slc17a7,Grasp,Rgs12,Eomes,Usp54,Shisa2,AI593442,Mt2,Zdhhc2,Cyp2j6,Kalrn,Camk4,Tshz2,Mapk8ip1,Ly6c1,Gm20594,Nfia,Col1a2,Akap12,Trh,Bag3,Fam131b,Ppp3ca,Rab3b,Arhgap33,Dtx4,Vat1l,Elovl5,Nmb,Pde5a,Lrp4,Arvcf,Scrib,Ogn,Slc38a3,Iqgap1,Col12a1,Pla2g16,Fam107a,Rasl10b,Thbs2,Phldb2,Foxo1,Tmod2,Col11a1,Sphk1,Bcl11b,Dab2,Serpine2,Camkv,Hlf,Gatm,Sp9,Rhobtb3,Gabrb2,Angptl4,Acbd7,Hadhb,Dlgap3,Fam3c,Efemp1,Aqp1,Cacng3,Syt7,Arhgap5,Prss56,Nppa,Aldh2,Hba-a2,Pip5k1c,Lcat,Desi1,Htra1,Zfp36l1,Snx18,Lrig1,Chl1,Slc35f1,Sox11,Sfrp5,Fam213a,Add2,Celf5,Cpne2,Rprml,Celf3,Cyp2a5,Slc2a1,Cav2,Wipf3,Arx,Serpinf1,Gabra5,Itpr3,Sat1,Ctsd,Igsf3,Spon1,Itga7,Jam2,Col9a2,Adcy2,Serping1,Ypel3,Ncan,Gabrg2,Reln,Alx3,Snn,Matn4,Prex1,Rps29,Ctnna1,Mycn,Islr,Vwa1,Mtss1l,Cdk17,Mrc1,Gria3,Fgfr1,Shisa3,Cald1,Hes5,Plscr4,Gfap,Plat,S100a6,Axl,Grb14,Baalc,Bcar3,Slc13a3,Ppfia2,Col16a1,Gnb2,Vsnl1,Rcan2,Cyp2j9,Pgbd5,Afap1l2,Tuba1c,Dlx1,Zfp36l2,Dclk2,Serpina3n,Adk,Fam212b,Fbln2,Dst,Zfp385a,Fibcd1,Tenm3,Gstm1,Id1,Wnt6,Apold1,Fads1,Cmtm5,Camkk2,Rab40b,Pcp4,Mbp,Vamp2,Atp1b1,Gpm6b,Slc1a2,Gad1,Hspa8,Gm1821,Scd2,Aldoa,Tspan7,Itm2b,Syt1,Hsp90aa1,Tubb2a,Tmsb4x,Atp5b,Atp5a1,Rtn3,Slc1a3,Ldhb,Rplp1,Apc,Nrgn,Cck,Camk2b,Ncdn,Gng4,Gpsm1,Penk,Cpne4,Nrsn1,Atp1a1,Syn1,Nrxn3,Aplp1,Ube2ql1,Grb2,Laptm4a,Dynll1,Sparc,Grin1,Prkca,Doc2g,Hpcal4,Lamp1,Cdhr1,Dbi,Tshz1,Pbx1,Egr1,Gabra1,Stxbp1,Gda,Snap91,Ppm1e,Agap2,Eno2,Sh3gl2,Psd3,Uqcrh,Fkbp1a,C1qtnf4,Rragd,Gapdh,Nat8l,Ctsb,Sncb,Celf1,Nrxn2,Cx3cl1,Mdh2,Dync1i1,Ttyh1,Ppp3r1,Scamp1,Calb2,Cbx6,Ncam1,Fscn1,Eif4a1,Bex2,Atp6v1e1,Kcnd2,Ap2m1,Pebp1,Cdk5r1,Rab3a,Rasgrp1,Abr,Sipa1l1,Rpl3,Ppp3cb,Hnrnph1,Mlf2,Tpt1,Chgb,Stxbp6,Eif5a,Cadm2,Dner,Mef2c,Rasl11b,Ptms,Eef1a2,Ywhaz,Ptpro,Clip3,Ubl3,Ywhaq,Slc32a1,Anks1b,Bin1,Pdhb,E030024N20Rik,Inpp5j,Ppp1cc,Ghitm,Dnm1,Rnf187,Trim9,Stmn1,Ypel5,Pnmal2,Gm5148,Tmsb10,Nap1l5,Slc22a17,Serinc3,Pgam1,Ywhah,Apoe,Fabp7,Apod,Ptgds,Kctd12,Beta-s,Sepp1,Marcks,Meis2,Nsg2,Ppia,Synpr,Tspan3,Dclk1,Mapk1,Dlgap1,Camk2n1,Arf3,Pcp4l1,Eif1,Map2,Cplx1,Mt1,Olfm1,Map2k1,H3f3a,Celf2,Cdr1,Map1b,2900097C17Rik,Purb,Atp2b1,Slc6a11,Aldoc,Gria2,Slc6a1,6330403K07Rik,Qk,Scg2,Cfl1,Meg3,Ywhag,Nptn,Calm3,Ptma,Rtn1,Stmn3,Hnrnpa2b1,Atp5g3,Cox4i1,Cd81
17.988x21.061,143,124,63,77,78,55,74,74,4,10,6,3,10,44,20,11,17,17,16,10,19,26,0,5,49,8,1,3,12,5,15,13,12,8,0,10,0,10,4,10,6,1,2,10,6,7,0,22,2,15,5,8,1,8,4,1,22,3,3,11,0,13,13,7,0,6,9,10,11,4,7,2,23,0,8,36,1,0,13,1,1,4,7,5,1,13,18,3,5,4,1,4,5,12,11,1,19,1,2,1,1,3,12,6,3,21,2,7,3,14,4,2,3,3,2,4,16,15,8,5,9,1,1,8,2,10,12,2,5,7,1,8,8,14,0,3,0,23,0,7,9,1,4,5,15,10,0,2,4,12,10,1,10,0,1,2,0,1,9,17,0,13,5,7,2,0,4,10,6,1,2,2,5,8,2,1,2,4,7,9,3,8,8,7,13,2,1,4,17,2,0,3,8,9,1,6,2,7,1,3,1,0,3,2,10,11,14,0,11,7,6,1,9,14,3,1,4,15,2,3,2,4,0,3,0,14,0,5,3,4,1,0,18,4,2,1,7,4,2,4,11,3,6,2,8,0,0,4,2,2,4,10,1,5,4,6,15,0,1,6,3,5,0,5,6,7,3,3,6,2,7,6,0,5,3,1,4,4,2,1,4,8,5,3,1,5,0,1,2,3,0,8,1,0,4,1,0,3,15,9,4,5,8,0,4,3,27,30,28,42,71,24,21,52,23,116,27,37,110,32,26,35,81,42,33,27,27,24,45,12,5,19,15,5,2,6,13,10,19,13,3,2,14,11,7,22,15,38,11,14,16,6,23,17,11,7,10,5,11,12,7,17,8,10,10,7,6,20,9,9,6,10,3,30,14,10,5,8,15,6,15,10,7,27,9,9,4,2,7,6,10,6,12,12,13,17,12,6,7,4,11,9,38,11,11,7,8,12,7,3,12,9,5,5,5,15,31,3,3,2,7,7,8,14,15,5,9,15,14,2,8,19,25,21,17,33,16,20,206,56,205,274,80,314,86,42,20,13,26,28,38,16,17,14,21,12,20,14,29,19,38,29,22,32,20,4,17,11,21,20,18,33,23,18,21,22,21,23,10,21,24,15,27,17,12,37,22,25,24
19.011x21.044,94,107,52,71,58,62,58,69,4,10,6,1,14,6,3,4,3,6,1,1,2,7,2,3,2,2,1,4,3,0,3,2,7,1,7,4,0,6,0,12,1,0,1,1,2,3,1,6,5,6,4,0,6,1,1,0,18,1,3,11,0,4,6,9,1,2,19,3,18,2,1,4,8,0,0,10,0,0,3,0,2,8,7,1,0,0,13,5,1,2,0,4,0,25,13,0,32,3,0,1,0,0,0,7,1,4,0,1,6,1,1,16,1,2,1,7,0,1,6,2,19,0,2,3,2,3,14,1,1,0,2,9,1,6,1,7,2,5,0,2,10,0,1,0,4,6,1,1,6,1,0,5,7,0,1,2,0,4,12,4,2,4,0,2,2,0,5,5,8,2,3,1,10,5,0,2,0,1,1,12,1,0,1,2,16,1,0,1,4,0,0,1,0,20,2,8,2,0,5,3,0,0,11,1,3,0,0,1,6,4,0,1,3,3,4,2,1,13,2,1,5,1,2,3,0,9,0,2,0,1,2,0,3,1,2,8,2,3,0,1,9,0,2,0,2,0,1,3,0,3,11,10,0,1,0,10,8,2,0,1,4,4,1,0,3,0,3,1,3,0,0,4,0,2,3,4,3,0,0,3,4,5,4,7,1,2,4,4,0,7,0,2,1,0,0,1,0,3,8,2,0,1,3,2,6,0,24,40,25,26,52,77,18,24,24,53,17,56,46,27,22,33,43,30,48,28,58,29,47,6,7,23,16,9,4,5,5,13,17,3,2,4,3,10,4,18,15,17,5,4,51,7,12,18,15,12,8,7,11,13,2,15,15,19,6,2,9,5,10,6,8,10,1,15,18,10,11,6,4,6,26,4,7,7,7,5,7,7,19,9,7,5,9,10,10,14,5,13,10,10,2,6,16,9,3,9,13,10,9,7,6,5,3,4,6,7,21,10,5,9,4,5,2,13,17,8,10,10,10,5,12,22,10,20,9,12,14,25,148,39,20,52,13,7,48,24,16,15,17,19,31,19,22,25,25,19,16,11,26,35,22,36,27,23,19,31,30,33,28,13,35,30,10,28,27,15,21,33,18,18,14,17,13,30,17,25,24,32,27
20.069x21.094,108,105,191,168,182,205,166,188,2,4,13,2,20,7,10,10,5,5,3,5,7,23,2,7,9,27,1,13,4,3,5,3,5,4,13,13,8,12,3,15,4,2,2,1,5,1,0,10,11,4,3,0,17,0,1,1,23,15,10,11,0,11,6,6,8,1,24,18,19,25,7,26,20,2,26,19,0,0,2,0,3,12,8,1,1,1,13,17,1,31,2,3,2,8,17,0,11,7,0,6,0,9,6,13,0,3,0,4,17,3,22,9,2,4,0,5,0,4,4,5,21,5,22,1,1,2,5,0,2,2,13,4,1,9,0,18,3,15,1,1,4,3,0,0,1,4,17,5,3,3,0,1,11,0,1,9,5,1,21,11,0,0,3,1,2,0,13,16,8,12,1,2,5,3,0,6,2,2,0,13,0,0,8,5,29,2,0,1,10,4,1,9,0,14,17,5,2,21,1,7,0,0,8,16,7,0,0,1,6,4,2,1,7,1,15,3,26,13,5,0,1,0,0,7,0,11,11,20,2,5,14,0,19,8,4,8,1,11,0,5,5,12,5,4,4,0,11,3,12,6,16,10,0,12,0,10,19,0,2,3,2,7,25,0,20,6,9,2,2,0,9,2,0,3,2,11,4,0,8,0,12,16,15,4,11,0,3,11,2,6,0,2,2,1,9,1,0,15,12,6,0,3,20,0,17,18,152,167,111,196,41,99,131,133,92,148,97,122,178,69,107,60,107,121,62,63,70,67,94,55,19,17,37,36,41,35,33,77,23,54,28,24,31,48,27,22,57,31,38,31,27,38,27,12,21,40,32,38,12,47,33,50,63,49,44,17,46,26,39,41,22,18,19,29,9,26,22,26,18,38,32,32,31,24,26,20,33,17,48,51,24,31,43,13,39,54,22,25,26,40,41,20,54,27,23,25,28,30,76,28,15,44,23,20,31,26,34,28,40,20,30,33,36,59,37,38,33,53,18,25,36,40,15,19,24,27,40,47,197,43,32,68,16,27,58,44,68,51,105,93,46,53,100,70,98,75,79,58,91,64,27,54,88,49,78,42,38,37,50,81,31,25,56,28,45,45,61,74,41,67,50,57,49,51,41,87,64,88,41
23.077x11.112,78,130,60,105,76,72,45,106,2,6,2,1,8,1,4,2,7,1,4,2,7,9,1,0,6,7,1,7,1,2,5,0,2,7,4,6,0,4,4,11,4,1,8,2,1,0,0,5,1,4,0,0,6,5,1,0,19,2,1,9,0,5,10,7,3,0,17,2,9,1,2,6,11,1,4,6,0,2,3,0,1,8,9,4,2,4,9,5,1,4,0,0,0,14,6,0,12,0,2,0,2,1,6,5,1,0,3,2,2,4,4,16,1,3,0,1,4,1,0,1,12,0,3,3,2,8,5,0,0,1,4,1,0,2,0,4,3,6,0,0,19,5,0,1,2,17,1,1,4,1,0,1,9,0,0,3,2,0,9,7,1,0,0,3,2,0,0,1,9,0,0,0,9,3,1,5,0,0,0,6,0,0,2,5,23,0,1,2,9,0,0,3,0,38,5,8,3,4,1,15,0,0,4,3,4,1,1,0,18,0,1,0,3,5,9,0,3,13,1,2,1,0,0,1,0,0,3,4,0,2,6,0,8,0,1,4,2,1,0,3,10,0,3,0,7,2,5,0,4,9,20,17,0,1,0,6,7,1,0,2,1,7,3,0,1,6,1,0,0,0,5,0,0,3,0,10,0,2,2,2,8,10,7,1,1,0,3,2,3,1,1,8,1,1,7,2,1,1,15,3,0,1,16,2,2,1,19,34,24,56,43,46,40,40,28,44,34,47,41,31,36,19,40,46,40,31,34,27,38,19,2,53,9,11,4,4,3,12,33,9,7,17,10,8,2,7,13,16,11,6,36,1,15,30,10,12,10,4,16,21,7,19,17,8,22,16,8,9,13,5,7,19,9,21,23,14,11,8,7,1,20,6,7,11,6,5,5,6,11,14,12,12,7,10,24,17,8,6,6,11,8,9,16,15,2,3,16,20,11,1,4,11,11,1,14,2,11,24,5,7,10,8,6,14,13,13,15,15,20,8,7,13,14,19,14,20,26,19,112,30,18,44,19,149,40,18,13,15,22,15,33,24,16,22,22,22,31,20,30,29,13,45,6,13,16,13,49,52,22,5,42,33,22,24,20,30,26,21,28,19,26,32,17,40,22,25,30,34,32
24.087x11.075,62,96,34,45,29,39,22,48,8,5,3,4,8,3,4,3,3,6,0,2,3,6,2,1,0,1,2,5,1,0,1,2,0,6,1,3,2,0,0,6,2,0,1,2,2,0,0,9,6,2,0,0,1,2,1,0,8,0,0,14,0,6,4,10,1,1,11,4,2,2,0,3,6,0,5,6,0,1,5,1,0,7,1,2,2,3,2,2,1,0,0,0,0,6,7,0,10,3,0,2,2,1,4,7,1,2,1,1,0,2,0,8,0,1,0,1,1,2,0,0,8,0,3,1,0,2,2,0,0,1,0,0,1,6,1,1,4,2,1,0,4,13,2,1,1,4,2,1,1,1,0,1,3,0,1,3,0,1,5,1,2,0,1,1,0,0,8,3,4,0,0,0,1,3,0,1,0,3,0,6,0,1,1,2,7,1,1,1,2,1,0,1,1,3,2,3,3,0,0,4,1,0,2,3,1,1,1,0,7,2,0,0,2,0,3,3,1,6,0,3,2,3,0,1,0,0,2,7,0,2,2,0,6,0,0,3,0,1,0,2,6,0,4,0,3,0,1,0,4,6,12,3,0,2,0,8,6,0,0,2,1,4,3,0,3,0,8,0,3,1,9,1,1,1,1,3,1,0,1,0,1,10,4,0,0,1,2,3,0,0,0,1,0,0,4,5,4,1,7,2,0,2,2,1,1,0,7,17,8,15,30,21,15,14,13,36,11,42,36,16,17,18,27,20,21,27,15,12,25,3,3,11,7,9,3,4,9,5,12,2,2,2,7,14,2,5,8,11,2,4,13,3,13,9,8,3,7,3,11,8,1,7,9,5,19,6,0,7,4,6,6,4,4,16,18,0,8,6,7,4,9,4,3,14,4,7,5,1,5,3,5,7,5,7,13,7,6,2,3,4,6,5,8,8,3,6,6,5,3,2,3,3,6,4,4,3,11,6,4,4,2,2,4,6,14,5,7,13,7,5,3,3,9,10,4,4,10,13,128,34,13,31,10,13,24,22,10,14,12,12,25,8,16,14,16,16,3,8,9,9,15,26,4,5,11,4,14,12,5,14,9,16,12,10,11,15,18,12,7,18,13,11,4,10,11,19,11,8,6
21.926x11.038,98,118,56,117,77,92,56,76,3,10,5,1,10,7,10,2,9,5,0,3,4,5,1,4,2,4,1,9,4,1,3,2,2,7,5,4,2,3,2,11,3,0,4,6,2,0,3,3,0,3,4,0,2,2,1,0,12,3,2,8,0,4,11,12,7,0,17,4,11,5,2,3,4,0,7,11,0,2,0,0,1,3,4,7,0,7,2,1,0,3,1,1,0,7,15,0,21,1,1,1,2,2,3,4,0,2,3,3,2,4,4,15,0,2,1,3,1,1,2,0,3,1,1,0,1,4,4,1,2,0,3,4,0,7,1,4,0,4,1,2,25,2,1,1,4,13,0,0,13,0,0,11,10,0,0,2,3,7,11,7,2,3,0,2,1,0,4,2,17,0,0,2,3,3,0,3,1,2,0,10,0,0,4,3,15,0,0,0,14,0,0,2,0,12,0,17,2,8,0,12,1,1,6,7,7,0,1,0,25,0,0,1,3,0,1,1,2,6,1,4,0,0,0,0,1,8,3,11,1,0,2,0,6,1,2,5,0,1,1,0,9,2,5,3,1,0,2,0,7,5,6,8,0,3,0,6,8,0,0,1,2,5,4,0,4,7,8,0,1,0,4,1,2,2,2,6,0,4,4,1,7,11,9,1,0,0,3,6,1,0,1,3,0,0,4,1,0,2,9,0,0,1,7,1,2,0,18,35,20,70,41,54,25,55,43,46,35,53,48,37,48,50,68,58,52,22,37,32,26,6,2,49,12,5,3,0,3,10,21,25,10,14,17,6,1,20,11,14,6,4,25,4,9,35,16,11,4,17,10,20,3,12,17,9,15,14,5,15,8,10,16,19,10,17,15,5,13,8,15,5,22,7,8,12,8,10,4,3,18,12,4,10,11,8,20,12,8,3,10,10,6,6,18,18,10,7,10,17,9,9,3,15,5,2,15,10,20,7,5,4,8,5,8,16,9,17,14,25,27,18,4,10,6,23,10,10,16,13,125,48,23,30,17,20,18,16,15,18,21,17,25,23,20,21,11,22,21,33,35,33,22,46,15,20,18,13,46,60,21,18,15,14,10,19,24,22,24,30,19,38,33,25,10,37,26,20,19,21,22
20.93x11.007,89,68,21,68,54,32,51,56,8,11,1,6,9,5,21,5,9,4,10,2,3,5,2,4,10,5,2,3,2,2,5,2,3,4,4,12,3,3,0,8,6,9,0,1,4,1,2,11,3,2,6,0,2,0,1,0,17,2,1,9,0,6,6,0,1,1,10,6,18,2,2,4,10,2,8,14,0,0,4,0,4,12,4,8,0,0,12,2,0,5,0,1,4,12,19,0,9,1,4,0,1,1,2,0,2,3,1,1,3,6,3,4,4,5,0,6,3,2,0,0,8,0,2,4,1,1,4,0,0,1,3,2,0,3,0,7,4,10,1,2,5,7,5,0,1,0,0,1,5,3,0,6,7,1,1,2,2,2,4,4,1,2,2,0,2,1,1,4,3,0,0,0,8,5,1,3,1,3,0,6,0,1,0,6,11,0,2,2,1,1,0,0,0,17,1,10,2,1,1,2,2,0,5,7,2,0,0,1,6,3,1,1,2,2,3,1,9,9,1,3,1,1,3,1,0,2,0,3,3,0,3,1,6,3,3,3,4,2,0,3,9,2,5,1,0,0,1,0,1,7,9,6,0,1,0,6,7,0,0,1,0,6,3,0,0,5,2,2,1,0,4,0,0,2,2,4,1,1,2,1,2,6,3,0,1,7,2,2,2,2,1,2,1,0,1,0,0,4,8,0,1,2,8,2,5,1,8,25,22,30,46,27,27,25,18,58,22,22,49,19,26,37,52,31,22,28,40,12,45,14,4,11,5,5,2,3,9,5,19,10,2,4,9,5,3,16,10,23,8,5,15,3,10,7,12,2,5,4,15,5,6,14,7,7,4,5,13,4,5,5,2,5,0,11,13,7,4,7,23,10,5,9,4,36,7,14,6,9,11,10,5,2,11,10,11,3,11,4,11,5,10,3,10,5,1,8,14,5,7,2,4,8,10,4,16,8,2,6,4,5,1,4,1,13,14,6,14,6,4,12,3,9,11,8,11,9,17,5,150,56,34,27,31,79,58,12,14,9,10,17,26,11,14,20,16,14,8,11,20,19,22,20,11,20,7,6,34,20,17,9,21,14,19,23,25,31,14,17,15,19,15,12,16,31,11,28,23,21,7
20.063x11.042,39,26,19,18,22,31,18,31,2,21,1,52,47,0,38,11,18,6,2,4,13,6,4,4,3,1,0,3,7,2,3,1,0,0,0,9,2,13,5,8,0,3,2,0,6,2,2,4,1,8,5,1,0,0,2,0,2,1,0,0,1,0,5,14,3,1,3,6,1,0,0,3,3,1,0,4,1,1,0,4,8,4,3,4,2,5,7,0,2,3,0,0,6,5,7,1,4,0,1,0,2,2,1,0,1,5,1,3,2,1,0,4,1,0,1,7,1,1,6,7,5,0,1,1,1,5,0,0,2,0,2,2,0,2,2,2,2,1,2,3,3,0,0,0,2,3,1,0,1,0,0,1,3,4,0,0,0,5,5,0,0,4,0,2,0,0,2,2,2,0,4,1,3,3,0,0,0,11,1,3,1,0,3,1,3,1,0,0,1,6,0,3,3,3,1,0,6,4,0,0,0,0,2,1,3,0,0,0,7,2,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,1,0,0,2,0,1,0,1,2,1,1,1,0,2,0,2,0,1,2,0,1,1,2,0,4,1,0,5,1,0,0,1,2,0,0,1,0,0,2,1,0,0,1,0,2,0,2,2,2,1,1,0,4,2,1,0,2,0,0,3,0,1,2,0,0,2,0,0,2,2,0,0,2,10,0,2,2,7,9,17,10,23,13,3,13,11,38,10,12,19,6,10,8,45,21,19,12,7,11,26,35,5,3,2,0,1,0,2,3,6,1,1,1,5,3,1,10,8,19,0,6,11,1,13,3,7,4,3,2,7,3,3,3,4,2,5,2,6,5,1,3,2,2,3,3,8,4,3,11,3,2,1,3,3,11,2,9,3,1,2,5,0,3,4,1,4,5,2,4,1,6,3,3,23,1,2,2,1,0,1,2,2,3,2,1,5,3,4,0,0,2,1,1,4,6,1,4,3,2,5,2,2,4,2,0,4,8,2,3,77,60,30,16,16,3,31,16,13,7,8,2,11,6,5,7,9,3,13,10,11,2,12,10,9,5,4,3,9,4,7,4,2,3,6,5,4,13,9,10,7,13,6,16,8,12,4,10,9,8,12
18.93x11.054,48,50,28,21,24,37,28,34,8,17,8,15,20,4,26,16,17,8,4,3,8,12,5,0,4,1,1,1,7,0,10,2,4,7,0,12,2,8,0,12,8,0,6,3,5,1,4,8,5,4,0,6,3,15,4,0,9,2,2,1,2,2,7,3,8,4,3,13,1,4,3,3,2,1,3,6,1,0,2,9,3,2,2,2,1,4,3,3,6,3,0,0,1,9,8,0,9,1,3,1,0,0,7,2,3,9,3,5,2,2,1,10,3,2,1,2,2,3,3,1,6,0,1,1,0,3,5,2,1,2,0,1,0,6,0,4,1,4,1,0,5,1,4,0,6,3,2,1,3,1,0,0,5,1,0,1,0,2,10,4,1,2,4,0,3,0,1,2,2,1,1,4,2,3,1,1,0,2,1,5,2,3,2,5,6,1,0,3,6,0,2,2,0,4,1,0,1,1,0,8,0,0,3,3,3,3,1,0,3,3,0,0,5,0,2,1,4,8,1,1,4,1,1,0,0,6,0,1,0,0,0,5,1,1,1,2,3,2,1,0,4,2,4,1,2,0,4,4,2,1,3,6,1,1,2,4,5,1,0,2,1,2,3,0,0,0,3,0,1,0,1,1,3,5,0,1,0,0,5,1,2,1,2,0,0,0,2,3,0,1,0,2,0,2,0,1,0,4,3,1,1,2,2,6,0,2,12,12,8,23,19,19,11,21,19,31,5,28,56,17,19,24,33,25,17,14,21,15,28,25,7,11,11,4,0,1,4,5,6,2,3,1,3,3,3,8,10,25,2,4,12,2,2,1,11,5,4,2,4,13,0,2,5,8,7,6,4,0,6,3,1,1,2,9,12,2,4,3,9,3,16,6,8,6,2,11,5,7,3,1,11,3,6,4,11,9,4,4,0,3,6,1,18,9,1,4,3,5,3,2,6,10,5,5,4,8,3,1,10,3,4,2,10,10,9,8,10,5,8,2,0,4,3,7,6,17,3,8,101,74,43,52,11,11,26,25,20,7,8,11,24,7,17,6,14,11,20,8,12,11,15,25,11,4,5,25,9,13,6,4,9,12,5,12,7,14,9,19,16,18,6,11,12,12,10,13,13,15,13
17.984x11.083,65,73,43,38,52,55,43,42,3,16,4,3,8,8,16,10,11,3,1,4,3,2,0,4,2,4,3,4,1,2,2,0,0,3,1,6,5,3,0,3,2,1,0,0,2,0,0,8,6,0,2,2,9,2,0,0,10,1,4,9,0,2,4,5,4,2,4,8,2,2,0,4,7,0,9,13,0,0,1,2,1,8,1,1,0,3,6,3,1,4,0,1,2,9,7,0,10,3,2,0,0,1,7,7,1,4,1,0,5,8,2,4,3,8,0,1,0,0,0,1,7,0,2,1,1,4,1,1,1,0,5,3,2,0,0,4,3,12,0,1,10,1,2,1,0,10,1,0,2,1,0,7,8,0,0,5,2,0,13,7,1,3,0,2,6,0,3,7,10,2,1,1,4,4,1,2,2,3,0,7,1,0,0,4,10,0,1,1,10,0,1,2,1,10,4,8,2,10,0,9,0,0,4,7,6,1,2,0,5,4,2,4,2,7,7,3,7,6,1,0,2,1,1,1,1,6,1,4,3,0,1,1,2,0,6,4,0,6,0,1,3,1,3,0,4,1,2,2,1,1,9,5,0,3,0,5,5,1,0,1,1,8,1,0,4,1,4,1,2,0,3,0,0,6,1,12,1,0,2,0,5,5,4,3,0,1,0,2,6,4,1,3,2,1,3,1,0,2,4,2,0,3,4,1,1,3,15,24,22,39,29,18,18,29,13,49,32,22,49,22,15,30,35,40,36,18,17,28,38,9,3,14,7,4,2,6,5,8,19,6,1,1,7,8,6,14,13,16,3,10,18,6,18,11,7,0,7,22,13,15,3,15,6,13,23,4,6,12,12,9,5,5,4,8,24,2,4,13,15,7,8,14,2,21,12,5,7,8,13,6,5,5,5,10,17,18,7,9,4,5,14,6,12,6,6,14,4,10,7,19,4,4,5,1,11,7,5,8,5,3,1,3,4,11,9,10,3,9,12,4,5,11,5,10,8,16,10,15,124,46,37,53,16,19,19,32,20,11,8,20,30,11,21,7,25,8,15,8,37,13,20,27,6,13,4,0,21,8,12,6,9,9,16,22,14,30,19,20,11,18,13,5,16,20,13,21,17,30,13
25.03x11.1,37,30,22,25,21,28,27,26,2,6,0,4,5,4,4,7,3,1,6,2,4,4,1,5,6,3,0,6,2,1,3,0,1,0,3,4,0,4,0,2,3,1,1,2,1,1,0,8,5,2,1,1,4,0,2,0,5,0,0,3,0,3,5,2,0,0,6,0,5,1,1,2,6,0,4,4,0,1,1,2,1,10,2,0,0,2,1,0,2,0,1,1,0,4,6,3,8,0,0,1,2,0,0,3,1,0,2,1,2,4,1,4,2,0,1,7,1,0,2,2,4,0,1,1,0,2,3,0,1,0,1,1,2,4,0,0,0,4,0,0,2,0,1,2,2,1,0,0,1,4,0,0,1,0,2,1,1,0,5,0,1,1,0,0,1,0,4,1,3,1,1,0,3,1,1,1,0,0,0,1,1,0,1,2,2,0,1,0,3,0,1,0,0,5,3,0,1,2,0,0,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,1,3,1,0,3,0,1,1,0,0,3,0,1,0,1,2,0,3,0,1,2,0,3,1,0,0,0,0,0,3,1,0,2,0,1,2,3,0,1,0,2,1,2,0,4,1,3,1,0,0,1,0,1,1,0,4,0,0,3,0,1,1,0,3,0,0,1,4,5,3,0,0,1,3,2,1,1,1,0,1,1,0,0,7,0,2,2,1,1,0,1,9,13,6,18,16,15,9,16,10,27,8,9,20,11,5,15,26,9,11,6,14,13,24,4,2,9,3,0,2,3,4,3,4,3,3,3,9,2,2,2,3,9,5,1,7,5,8,4,12,10,3,3,6,11,1,1,4,1,4,4,4,9,3,1,3,4,2,15,8,0,1,1,5,4,6,4,1,10,2,2,3,2,5,1,3,4,4,2,1,4,2,1,4,2,5,1,8,4,1,3,5,4,1,3,6,5,2,2,6,5,1,2,4,3,0,0,2,6,2,6,1,4,8,0,2,4,6,5,6,2,3,7,76,28,17,21,13,26,24,13,4,1,9,9,10,9,6,7,12,7,13,3,8,6,10,7,7,7,7,0,10,7,4,6,6,10,3,4,5,7,9,7,7,17,1,12,8,6,5,13,16,10,14
