gene,sv_genes_gpcounts,sv_genes_spatialde,LLR_gpcounts,LLR_spatialde
Unc50,,,0.03726906,0.000964009
Tsga10,,,0.037226845,0.059368377
Degs2,,,0.037165582,0.003193111
Acsl1,,,0.03710742,0.00096401
Gm10125,,,0.037105568,0.030907951
Abcg2,,,0.037086932,0.000964008
Ldb2,,,0.037074446,0.000964011
Atg9b,,,0.037048529,0.562926641
Tmem199,,,0.036937119,0.625263374
Hcn1,,,0.036916776,0.00096401
Dpp4,,,0.036911618,0.000964012
Rusc1,,,0.036881395,0.006156077
Gyg,,,0.036862048,0.000964008
Dnajc14,,,0.036851574,0.023306653
Fh1,,,0.036835051,0.038716121
Syt4,,,0.036820261,0.271722508
Kdelc1,,,0.036762043,0.151084627
Nbeal2,,,0.036750485,0.003080381
Ppp1r14a,,,0.036725112,1.055188404
Fam26e,,,0.036704962,0.00096401
Rasgef1b,,,0.036644501,0.000964007
Eqtn,,,0.036629595,0.00096401
Zfp948,,,0.036576334,0.000964008
P4ha3,,,0.036566855,0.007700313
Fam104a,,,0.036538595,0.00096401
Zrsr1,,,0.036527748,0.000964009
Cyp2f2,,,0.036439575,0.189436543
Pim3,,,0.036404392,0.039297166
1700052N19Rik,,,0.03630658,0.54132805
Ccdc181,,,0.036244474,0.483764701
Bbs12,,,0.036244416,0.000964011
Actn4,,,0.036231038,0.00096401
Hexdc,,,0.036015338,0.000964009
Urod,,,0.035943696,0.016755039
Erich1,,,0.0358748,0.128388922
Kl,,,0.035851534,0.00096401
Bcdin3d,,,0.035816666,0.016256765
Abcc8,,,0.035778796,0.373972839
Dnalc1,,,0.035770016,0.070757946
Gpr17,,,0.03575288,0.000964009
Stat6,,,0.035745805,0.00096401
Rab3d,,,0.035731444,0.000964009
Spag7,,,0.035717029,0.000964011
Camk2d,,,0.035677615,0.000964009
Ctage5,,,0.035639144,0.00096401
Utp6,,,0.035635535,0.863894369
Vprbp,,,0.035633204,0.00096401
Hist1h4h,,,0.035526413,0.084014738
Arhgap15,,,0.035522803,0.676842433
Lsm10,,,0.035458467,0.000964008
Lsm7,,,0.03539409,0.001679078
Lmbr1,,,0.035365272,0.000964008
Gpatch11,,,0.035312471,0.000964494
Slc17a5,,,0.035308118,0.00096401
Snx33,,,0.035282338,0.000964011
Fbxo4,,,0.035250467,0.000964011
Sult2b1,,,0.03523719,0.191459174
Pgm2l1,,,0.035233853,0.000964009
Acer3,,,0.035173578,0.036185583
D8Ertd82e,,,0.035145407,0.000964009
4931423N10Rik,,,0.035130493,0.027957051
Abcc1,,,0.035114964,0.005736906
Efcab10,,,0.035075822,0.004237951
Prr16,,,0.03507504,0.071513275
AU022252,,,0.03492367,0.000964009
Rabggta,,,0.034850203,0.155407652
Znrd1as,,,0.034818629,0.105876889
Srpx2,,,0.03472952,0.247252868
Polg,,,0.034706421,0.020647793
Uevld,,,0.034653582,0.000964009
4930519F09Rik,,,0.034624711,0.022529975
Copz2,,,0.034584126,0.074791374
Plch1,,,0.034556516,0.075255706
1500015A07Rik,,,0.03453034,0.136449369
Tceb1,,,0.034470222,0.000964007
Prmt8,,,0.034448812,0.00096401
Uap1l1,,,0.03444015,0.008289818
Tomm40l,,,0.034428297,0.000964009
Rbm6,,,0.034420278,0.000964008
Sgk2,,,0.034406551,1.49278866
Polr3e,,,0.034404377,0.089994153
Pts,,,0.03439832,0.008924536
Brdt,,,0.0343455,0.00096447
Dnahc7a,,,0.034336203,0.038274853
Faxc,,,0.034183358,0.00096401
Zdhhc5,,,0.034151384,0.000964011
Hspa1a,,,0.034138166,0.05481606
Slc7a6os,,,0.034110578,0.154534295
Ppp2r5d,,,0.034108558,0.000964009
Comt,,,0.034108323,0.096763779
Rad23a,,,0.034096579,0.000964008
Tmem254a,,,0.034080307,0.294762576
Tmem128,,,0.034070249,0.163483568
Pi4k2a,,,0.034048815,0.042880698
Tssk2,,,0.034034874,1.453400788
2410076I21Rik,,,0.034034602,0.000964009
Cacng4,,,0.034023155,0.121073335
Trip12,,,0.0339708,0.778723061
Nlrp5-ps,,,0.033874662,0.000964011
Fam96b,,,0.033837789,0.000964011
D330023K18Rik,,,0.033836179,0.000964011
Tmem180,,,0.033829835,0.220624407
Txn2,,,0.033774781,0.072062
Atg7,,,0.033752177,0.098332909
Snord4a,,,0.033673889,0.971248028
Wwp2,,,0.033660249,0.054050983
Me2,,,0.033654525,0.000964007
Mex3b,,,0.033606025,0.033069919
Zmynd19,,,0.033590837,0.00096416
Ccdc85a,,,0.033557519,0.000964011
Cuta,,,0.033542366,0.000964007
Tbp,,,0.033517278,0.413613091
Parp11,,,0.03344481,0.000964009
Rfx3,,,0.033438497,0.000964007
1110065P20Rik,,,0.033401431,0.000964008
Fus,,,0.03336381,0.022208583
Pxdn,,,0.033353717,0.00096401
Fam228a,,,0.033310152,0.370889565
Cd99l2,,,0.033276533,0.242425921
Psenen,,,0.033237944,0.258825047
Ppt1,,,0.033177365,0.000964008
Galns,,,0.033148308,0.294538275
Il31ra,,,0.033131454,0.179196963
Zfp874b,,,0.033037592,0.515862758
Pfas,,,0.033009572,0.000964009
Fut2,,,0.033007178,0.527083198
Brap,,,0.033000525,0.091346524
4933409K07Rik,,,0.032992165,1.312462061
Wif1,,,0.032983927,0.000964164
Mipep,,,0.03298031,0.471430679
Il1rapl2,,,0.03294882,2.597466291
Mrpl17,,,0.03293049,0.000964008
6330416G13Rik,,,0.032920705,0.00096401
Cdh9,,,0.03279454,0.00096401
Clpp,,,0.03278158,0.000964008
Clec5a,,,0.032765108,0.948585861
Chd4,,,0.032729275,0.000964008
Klhl18,,,0.032722318,0.000964007
Gm10653,,,0.032630535,0.105197573
Ddx25,,,0.032568937,0.000964011
Gm3219,,,0.032511724,0.999517845
Dap3,,,0.032343379,0.148453948
Bcas3,,,0.032327031,0.000964007
Olig2,,,0.032287224,0.316835202
Trim33,,,0.032272406,0.000964009
Letmd1,,,0.032243006,0.102718186
Nup85,,,0.032180821,0.17421137
Kif3a,,,0.032173291,0.14219761
Otud3,,,0.032171503,2.12431408
Gm2897,,,0.03212593,0.00096401
Gtf3c2,,,0.032050888,0.000964008
Rbm4b,,,0.0320243,0.000964011
Tmed10,,,0.0319742,0.000964011
Rgs11,,,0.031909717,0.01122317
Spg11,,,0.031908212,0.000964008
Snx25,,,0.031887563,0.188650874
St3gal2,,,0.031869156,0.258427118
Igbp1,,,0.031864341,0.000964009
4933411K20Rik,,,0.031845298,0.000964007
B9d1,,,0.031840976,0.133664431
Xpo7,,,0.03182761,0.000964011
Enpp1,,,0.031804624,0.000964008
Capn10,,,0.031754311,0.000964005
Crtc2,,,0.031753284,0.00759538
Elof1,,,0.03163405,0.000964009
Mat2b,,,0.031613595,0.000964006
Smg7,,,0.031516538,0.000964009
Athl1,,,0.031501972,0.000964007
Npc2,,,0.031461049,0.000964006
Frg1,,,0.03142788,0.000964011
Rpn1,,,0.031421128,0.096625384
Ndufv2,,,0.031400409,0.105805806
BC048507,,,0.031398605,0.609239803
Bche,,,0.03130849,4.478952934
Tpst1,,,0.031234138,0.000964006
Ndufa11,,,0.031183032,0.197972579
Snx11,,,0.031145601,0.000964011
Dock2,,,0.031117874,0.089917628
Myzap,,,0.031089563,0.843161384
Rictor,,,0.031055334,0.00096401
Otub2,,,0.031013969,0.012375882
Tm7sf3,,,0.031004408,0.00096401
Cdh20,,,0.030984699,0.000964008
Uqcc,,,0.030963674,0.032129868
Tnfsf13b,,,0.030918889,0.071245967
Pm20d2,,,0.030857597,0.258584506
Rab25,,,0.030853182,0.092687992
Asxl2,,,0.030829477,0.314554589
Sesn1,,,0.030781777,0.134157642
Dpysl3,,,0.030760581,1.018034117
Mrpl37,,,0.030734376,0.000964009
Foxo4,,,0.030726514,0.186267466
Cdc42ep3,,,0.030703858,0.000964013
Tecr,,,0.030697495,0.593517376
Shmt2,,,0.030678409,0.000964009
Prdm1,,,0.030606817,1.164868653
Best1,,,0.030595524,0.128022364
Ndufs6,,,0.030554866,0.000964011
Fbxw10,,,0.030551879,0.207405984
Phkb,,,0.030541015,0.006568318
Adat3,,,0.03052906,0.45418556
Dcun1d2,,,0.030509474,0.000964009
Chac2,,,0.030491324,0.006573803
Srrt,,,0.030453143,0.000964007
Yif1b,,,0.030393842,0.000964009
Sephs2,,,0.030382913,0.00096401
Eif3h,,,0.030367468,0.090293138
Triap1,,,0.030361331,0.151558895
Rps4y2,,,0.030357007,0.318620947
Rnf17,,,0.030336942,0.088449343
Impa1,,,0.030328873,0.004272673
Madd,,,0.030305647,0.000964008
Fdft1,,,0.030301229,0.00096401
Lysmd4,,,0.030296164,0.000964008
Ddx51,,,0.030261024,0.000964009
Irak3,,,0.030246402,2.014801406
Olfr212,,,0.030218869,0.091153326
Fars2,,,0.030198176,0.000964011
Acot11,,,0.030176926,0.727019778
Klk13,,,0.03008317,0.196893623
Sfxn3,,,0.030045239,0.000964011
Alkbh5,,,0.029989851,0.000964007
Gm11602,,,0.029935017,0.000964009
Avil,,,0.029922646,0.00096401
Anapc2,,,0.02990648,0.000964009
Fam129b,,,0.029886925,0.048632112
Mrpl52,,,0.029855425,0.000964011
1810013L24Rik,,,0.029797206,0.039134942
Mrps6,,,0.029770623,0.000964009
Upp2,,,0.029686597,1.264021629
Swsap1,,,0.029680457,3.874871053
Chka,,,0.029674271,0.000964009
Gm16515,,,0.029654296,0.000964011
Gm12522,,,0.029571282,0.00096401
Acad10,,,0.029548629,0.126076912
Ago1,,,0.029537385,0.025871857
Jph1,,,0.029518679,0.000964011
Gramd3,,,0.029511638,1.498685169
Tmem237,,,0.029487007,0.399100167
Zfp715,,,0.029471634,0.151233958
Tmem54,,,0.0294409,0.077094492
Smarca5-ps,,,0.029403972,0.109150761
Pik3ip1,,,0.029343154,0.000964008
Rngtt,,,0.029327961,0.000964006
Ppapdc3,,,0.029308224,0.000964011
Ncoa6,,,0.029257771,0.000964011
Ccdc177,,,0.029161546,0.127319084
2210404O09Rik,,,0.029160711,0.215683881
Nr2c2,,,0.029154745,0.089192417
Dcaf13,,,0.029009284,0.000964007
Exoc6,,,0.028932717,0.155982957
Eml4,,,0.028892488,0.001232701
Ggnbp2,,,0.028853628,0.205564409
St13,,,0.028833264,0.093227721
Zfp707,,,0.028822891,1.056873396
Use1,,,0.028818164,0.089086393
Commd7,,,0.028791335,0.001915031
Casp3,,,0.028759814,0.136539978
Fam162a,,,0.028724383,0.000964009
Aggf1,,,0.028718319,0.628190105
Rhpn1,,,0.028700593,0.000964011
Gdf9,,,0.028655134,0.000964011
Pik3ca,,,0.02864296,0.000964011
1700007K13Rik,,,0.028593004,0.081244712
Commd2,,,0.028579864,0.000964009
Pip4k2c,,,0.028542893,0.000964705
Slc22a4,,,0.028524165,0.119543482
Mboat1,,,0.028501818,0.00096401
Fahd1,,,0.028487568,0.000964009
Sigmar1,,,0.028465514,0.073308401
Pctp,,,0.028457169,0.004181371
Alkbh2,,,0.028405035,0.128683105
Phactr1,,,0.028386288,0.000964011
Dnajb2,,,0.028368184,0.00096401
Arhgef28,,,0.028329602,0.000964009
Usmg5,,,0.028323685,0.000964008
B3galt5,,,0.028289561,0.00096401
Zdhhc24,,,0.028230751,0.624192862
Dgat2,,,0.028221505,0.003763857
Xk,,,0.028200869,0.077553931
Ckmt1,,,0.0281925,0.00096401
Loxl3,,,0.028159597,0.012971026
Dnajc30,,,0.028142691,0.000964006
Fancd2os,,,0.028102803,4.917563258
Ptchd1,,,0.02800163,0.000964008
Rbmx2,,,0.027995938,0.000964009
Csnk1g2,,,0.027916373,0.130435905
Mgam,,,0.027855148,0.029506718
Luc7l2,,,0.02779611,0.00096401
Prom1,,,0.027774369,0.102740515
Bex4,,,0.02775474,0.000964008
Usp6nl,,,0.027723698,0.000964011
Capza2,,,0.027693056,0.0011863
Ano2,,,0.027684993,1.438921087
Crlf3,,,0.027666551,0.000964009
Sox2,,,0.027657824,0.605787674
Negr1,,,0.027578628,0.000964011
Ankrd37,,,0.027520326,0.483534162
Wwc1,,,0.027501926,0.000964011
Rcsd1,,,0.027462777,0.000964007
Gorasp1,,,0.02745914,0.690414358
Slx4,,,0.027452822,0.863634021
Radil,,,0.027435872,0.109356198
Dram2,,,0.027322111,0.372124815
Slc22a2,,,0.027197648,0.277947055
Itga2b,,,0.027179363,0.000964009
Arl6ip4,,,0.027175703,0.000964008
D430042O09Rik,,,0.027169223,0.174445534
Gdap1l1,,,0.027159918,0.005645741
Acacb,,,0.027151852,0.486215195
Psma5,,,0.027098386,0.00096401
Hmha1,,,0.027079435,0.14319424
Rpp21,,,0.027008873,0.32200697
Top3b,,,0.026984319,0.004102988
Pcbd1,,,0.026946814,0.000964009
Npas4,,,0.026917125,0.000964009
Mettl17,,,0.026912727,0.00096401
Dclre1b,,,0.026873626,0.000964009
Tead3,,,0.026819009,0.761271252
Sf3a2,,,0.026814862,0.00977174
Wdr93,,,0.026785042,0.129594995
Gtf2h3,,,0.026716999,0.42671318
Cbx7,,,0.026715066,0.000964184
Vamp8,,,0.026710984,0.000964011
Clec14a,,,0.026689498,0.49121527
Ppm1f,,,0.026672575,0.155398149
Zxdc,,,0.026616958,0.0009641
Tspan8,,,0.02661183,0.263090535
Vps25,,,0.026596177,0.00096401
S100a3,,,0.026580767,0.00096401
Fto,,,0.026556985,0.000964009
Diexf,,,0.026537305,0.038030487
Ell2,,,0.026523138,0.00096401
Mllt4,,,0.026507894,0.000964009
Mreg,,,0.026504183,0.000964009
Osgin1,,,0.026463519,0.217124422
Fmn1,,,0.026458435,0.00096401
Acrbp,,,0.026430665,0.421786501
Psph,,,0.026419864,0.000964009
Lyar,,,0.026406528,0.00096401
Lzts2,,,0.02638044,0.000964011
4930429B21Rik,,,0.026309097,0.583004515
Rnf182,,,0.026303261,0.074213967
C87436,,,0.026274652,0.355948417
Tdrd7,,,0.026256912,0.007548292
Itga9,,,0.026246386,0.00096401
Prkcd,,,0.02622412,0.144899764
Gm1604b,,,0.026143808,0.543379941
Cpsf2,,,0.02612503,0.189254085
Tmem19,,,0.026111231,0.000964011
Lck,,,0.026108683,0.097294502
Tceal7,,,0.026099519,0.202125787
Snapc2,,,0.026078082,0.000964009
Ttc14,,,0.025962243,0.188593941
Hsd17b10,,,0.025916134,0.16558831
Dyrk2,,,0.025877967,0.398031475
Tsen2,,,0.025845854,0.269506782
Ccdc97,,,0.025833579,0.014669354
Anapc5,,,0.025801814,0.26196962
Pde3b,,,0.025795752,0.032482617
Ntpcr,,,0.025733555,1.091643517
Dynlt1f,,,0.025668761,0.296433695
Gpr107,,,0.025652131,0.022878788
Rnf169,,,0.025581579,0.000964008
Trrap,,,0.025581086,0.320203146
Msh3,,,0.025561464,0.00096401
Thap11,,,0.0255538,0.742478706
Ppapdc1b,,,0.025552896,0.047484477
Llgl2,,,0.025539069,1.229169329
Zfp882,,,0.025483843,0.000964011
Plcl1,,,0.025483242,0.000964009
Polr1b,,,0.025459863,0.487546225
Ccdc32,,,0.025427106,0.015377834
Stard4,,,0.025403215,0.00096401
Nphp4,,,0.025359793,0.03769998
C1ql1,,,0.025334341,0.221784451
Mcl1,,,0.025313654,0.000964011
Lmod1,,,0.025306442,0.995573798
Inip,,,0.025305981,0.008966725
Slc16a9,,,0.025269052,1.730861556
Bhlhe22,,,0.025208179,0.00096401
Git2,,,0.025202619,0.494666089
Clasp1,,,0.025187267,0.015185083
Tmem240,,,0.025169049,0.000964011
Btg3,,,0.025115011,0.376302355
Ftsjd1,,,0.025013026,0.000964011
Ttc5,,,0.025010208,0.000964008
1110012L19Rik,,,0.024988527,0.308262254
Surf4,,,0.024970696,0.000964008
Evc2,,,0.024969618,0.195711982
Smarce1,,,0.02493036,0.095512766
Mrps16,,,0.024902521,0.001435639
Fggy,,,0.024892447,0.06869383
Ccdc124,,,0.024874298,0.000964007
Cdh12,,,0.024872583,0.804767041
Ms4a6d,,,0.02478553,0.000966235
Srsf12,,,0.024783703,0.000964008
Srcin1,,,0.024715569,0.000964005
5430416N02Rik,,,0.024683522,0.344037416
Fgf5,,,0.024676991,0.00096401
Tgm4,,,0.02459347,0.000964009
Sntg1,,,0.024548108,0.204540835
Ripk2,,,0.024535291,1.15337018
4930430F08Rik,,,0.024480634,0.000964009
Zfp777,,,0.024468326,0.00096401
Zscan26,,,0.024457309,0.00096401
Insc,,,0.024457235,0.247839788
Lysmd1,,,0.024440635,0.182779783
Ulk1,,,0.024420289,0.19668486
Skp2,,,0.024413758,0.05989982
Nanp,,,0.024411558,0.99199782
Sfpi1,,,0.024356927,0.000964009
Sestd1,,,0.024337464,0.1974351
Arl6ip5,,,0.024310211,0.103656164
Zc3h4,,,0.024264541,0.17918001
Atp10a,,,0.024257398,0.15005174
Thnsl1,,,0.024184243,0.000964008
Sfswap,,,0.02415035,0.000964009
D130017N08Rik,,,0.024108578,0.00096401
Dhx34,,,0.024065441,0.00096401
Trpv6,,,0.024049159,0.204125317
Fam160b1,,,0.024024089,0.17614524
Lrtm2,,,0.023961808,0.114261117
Hdac4,,,0.023950141,0.023285717
Gpr75,,,0.023924875,0.323766878
C130026L21Rik,,,0.023892637,1.676504479
Dhx35,,,0.023855211,0.000967325
Srrm1,,,0.023786837,0.000964011
Kctd8,,,0.023779285,0.000964008
Upk1b,,,0.023764278,0.225659424
Ccdc155,,,0.023751751,0.72687401
E2f4,,,0.023698564,0.000964011
Idi1,,,0.02368905,0.000964008
Pld6,,,0.02368815,0.00096401
Dennd2a,,,0.023659061,0.027017243
Gpr125,,,0.023626736,0.000964008
Pdik1l,,,0.023536811,0.000964005
Dhx29,,,0.023525733,0.095741132
Slc38a7,,,0.023494709,0.077203462
Ppp6r2,,,0.023480554,0.13558149
Zbed3,,,0.023474841,0.052662092
Dnajb12,,,0.023407187,0.203978875
D2Wsu81e,,,0.023406929,0.131148908
Tm6sf1,,,0.023346548,0.000964008
Mia3,,,0.023322705,1.188592129
Map4k2,,,0.023288564,0.880811826
Map3k6,,,0.023241878,0.00096401
Las1l,,,0.023208259,0.00096401
Bmyc,,,0.023188199,0.000964011
Crnkl1,,,0.023150632,0.00096401
Ppie,,,0.023116489,0.073043068
Gbp3,,,0.02310013,0.000964008
Snx15,,,0.023093582,0.00096401
Traf3ip2,,,0.023091734,0.00096401
3000002C10Rik,,,0.023087955,0.000964037
Slc25a46,,,0.023030578,0.000964011
Fam228b,,,0.023030139,0.055649807
Ubxn11,,,0.02302937,0.00096415
Ier3,,,0.023022686,0.001672028
Zfand1,,,0.022969819,0.073823665
Ift122,,,0.022947196,0.000964011
Nln,,,0.022932921,0.302469389
Slc45a1,,,0.02292107,0.04393589
Nmd3,,,0.022918327,0.06110476
Tmem151b,,,0.022877461,0.616455922
Sema6b,,,0.022867944,0.187605379
B3galnt2,,,0.022858976,0.027804752
Mcoln1,,,0.022809701,0.000964011
Atf3,,,0.022798314,0.945853321
Zfp64,,,0.022790408,0.006414444
Drc1,,,0.022745921,0.000964009
Ncbp1,,,0.022699129,0.340816436
Dfna5,,,0.022673837,0.000964011
Igsf10,,,0.022654378,0.147308667
Ska2,,,0.022640988,0.00096401
Timm10b,,,0.022583513,0.000964012
Bivm,,,0.022571938,0.00096401
Trim8,,,0.022560319,0.000964009
Fam73b,,,0.02254605,0.129652596
Acp1,,,0.022525806,0.00096401
Gm9897,,,0.022512979,0.776298724
Apex2,,,0.022424608,0.00096401
Fkbpl,,,0.022386351,0.674776314
Stxbp3a,,,0.022314761,0.101041951
Yae1d1,,,0.022281446,0.003384393
Tekt2,,,0.02226312,0.060342232
Hax1,,,0.022257734,0.00096401
Chsy1,,,0.022257176,0.217337128
Prkab2,,,0.022209121,0.223913385
Gm6524,,,0.022190235,0.318929103
Fbxo7,,,0.022176707,0.062109909
Ide,,,0.022114859,0.000964011
Mga,,,0.022101716,0.279651305
St6galnac2,,,0.022079275,1.000688375
Psmc3ip,,,0.022062271,0.111769968
Tbc1d10c,,,0.022032748,0.23156656
Lgr6,,,0.022029559,0.065757754
Lenep,,,0.021928811,0.011795539
Mgmt,,,0.021922531,0.13195884
C2cd3,,,0.021887342,0.489694694
Fbxw5,,,0.021845864,0.000964007
Ajap1,,,0.021845584,0.000964009
Mex3a,,,0.02181337,0.000964009
Rbm45,,,0.021793949,0.009912509
Chd9,,,0.021791023,0.07223596
Lpar6,,,0.021760384,0.00096401
Tmem141,,,0.021748321,0.00096401
Agbl5,,,0.02172611,0.000964011
Cnpy4,,,0.021725101,0.224601814
Rpl12,,,0.021655961,0.000964011
Cenpm,,,0.021643819,0.118877503
Vamp1,,,0.021618473,0.143172987
Mad2l1bp,,,0.021590789,0.000964009
Nedd4l,,,0.021573475,0.000964009
Vwa5b2,,,0.021564087,0.219479215
Ctla2a,,,0.021556476,0.000964011
Tbc1d5,,,0.021504721,0.169088016
Gm14164,,,0.021464114,0.173147462
Stac3,,,0.021459494,0.884718242
Eci3,,,0.02145718,0.616069585
Vasn,,,0.021392506,0.00096401
Ddx41,,,0.021386247,0.000974587
Dock4,,,0.021356981,0.000964012
Cftr,,,0.021322687,0.002319119
Psen1,,,0.021277102,0.025618348
Grtp1,,,0.021216813,0.000964009
Smad4,,,0.021203592,0.000964009
Bcl2l2,,,0.021121552,0.05808989
Rnasel,,,0.021101341,0.143265967
St8sia5,,,0.021094887,0.000964007
Gtf2ird2,,,0.02108399,0.001257023
Tsen34,,,0.021070029,0.17635001
Nsmce4a,,,0.021031022,0.000964011
Cog7,,,0.02101656,0.118055125
2810011L19Rik,,,0.02100979,0.000964008
Bcar1,,,0.020977296,0.000964009
Mtg1,,,0.020945167,0.407215907
Naf1,,,0.020923818,0.579387483
Gm10364,,,0.020902489,0.10656076
Sh3tc1,,,0.020829049,0.551423363
Zkscan2,,,0.020815012,0.770299662
Nudt9,,,0.020802129,0.000964009
Xxylt1,,,0.020713738,0.00096401
Amy1,,,0.02070308,0.000964113
Tenm4,,,0.020700284,0.153916062
Pkdrej,,,0.020664728,0.103250067
Mcat,,,0.020650947,0.03623087
Tfap2c,,,0.020644074,0.000964008
Il17rd,,,0.020643811,0.000964006
Mapk3,,,0.020604617,0.000964008
Nom1,,,0.020603567,0.000964731
Sox18,,,0.020574752,0.443813522
Fam132b,,,0.020561662,0.000965181
Med28,,,0.02050907,0.000964007
Zfp536,,,0.020479976,1.424927981
Zfp759,,,0.020415774,0.092409356
Isca2,,,0.020358512,0.000964011
1700066M21Rik,,,0.020342847,0.690390733
Tmem191c,,,0.020324397,0.000964007
3110001D03Rik,,,0.020281208,0.000964008
Kin,,,0.020215674,0.342816215
Nudc,,,0.020215079,0.774365269
Qrsl1,,,0.020159411,0.000964008
Lipo1,,,0.020153123,0.244876492
Thra,,,0.020146759,0.315219094
Inpp4b,,,0.020140092,0.00192063
Cyp7b1,,,0.02013367,0.000964011
Zfp873,,,0.020097187,0.000964008
Pla2g15,,,0.02008856,0.000964009
Ppm1m,,,0.020031462,0.086688364
Srpx,,,0.020015178,0.143271021
Ndufb7,,,0.020010324,0.10940852
Dnase1l2,,,0.020010265,0.00096401
Acot8,,,0.020005965,0.007196661
St3gal5,,,0.019929219,0.000964009
Arl14ep,,,0.019911381,0.00096401
Sfrp2,,,0.019906029,0.043340735
Zfp72,,,0.019901075,0.183089741
Fam92b,,,0.019857419,1.18859236
Rbp4,,,0.019845236,1.589341306
Ssr2,,,0.019841923,0.010933362
Rilpl1,,,0.019834387,0.00096401
Pnpla6,,,0.019827236,0.00096401
Tmem55a,,,0.019803855,0.000964008
Sep-06,,,0.01973772,0.00096401
Ccnl1,,,0.019681177,0.029367756
Efnb1,,,0.019668651,0.000964007
Pnma3,,,0.019646486,0.000967349
Fam114a1,,,0.01962539,0.000964007
Pigb,,,0.019603946,0.000964009
Qtrtd1,,,0.019488795,0.000964011
Farsb,,,0.019459753,0.000964009
Ring1,,,0.019341178,0.031405106
Sh2d3c,,,0.01932932,0.000964011
Zc3hav1l,,,0.019328313,0.001112265
Ikbkg,,,0.019310243,0.059547185
Pld5,,,0.019266695,0.179090569
Gtf3c4,,,0.019136956,0.000968735
Peg3,,,0.019114982,0.098507425
Tlk1,,,0.019101313,0.000964008
Ttc32,,,0.019079103,0.000964009
Tagap,,,0.019050138,0.000964009
Dpagt1,,,0.018995915,0.000964009
Susd5,,,0.018994301,0.178270604
3830408C21Rik,,,0.018979314,0.000964011
Uqcrfs1,,,0.018966958,0.00096401
Pkd2l1,,,0.018948828,0.256528892
Ddi2,,,0.018922051,12.99303855
A4galt,,,0.018892286,1.016414358
Chrna4,,,0.018865453,0.00096401
9130019O22Rik,,,0.018835499,0.980483578
Cbr1,,,0.018832106,0.031819183
Api5,,,0.018801102,0.087025925
Tnfrsf12a,,,0.018761191,0.510826458
1700017B05Rik,,,0.01873212,0.000964011
Prg4,,,0.018731299,0.00096401
Peg10,,,0.018727051,0.129767324
Tgds,,,0.01871402,0.000964009
Cd164l2,,,0.018689145,0.000964009
Ndufaf5,,,0.018667797,0.164741718
2010111I01Rik,,,0.018648048,0.000970732
Snx24,,,0.018608705,0.000964007
Ogfr,,,0.018598689,0.118601851
Pdcd11,,,0.018541915,0.000964008
Gem,,,0.018541277,0.056944097
Psmc1,,,0.018506146,0.000964009
Trim13,,,0.0184937,0.263933714
Zfp622,,,0.018455335,0.133407378
Dgka,,,0.018442459,0.914928076
Tmem39b,,,0.018413544,0.000964059
Clns1a,,,0.018399408,0.000964009
Abcc3,,,0.018373931,2.735520062
Nsfl1c,,,0.018369586,0.077855502
Astn2,,,0.018356273,0.00096401
Sco1,,,0.01834967,0.000964011
Amhr2,,,0.018330082,0.313909901
Map3k10,,,0.018311372,0.049043815
Bin2,,,0.018305201,1.315083955
Rfx1,,,0.018282727,0.000964008
Psma1,,,0.018273008,1.076278314
Lacc1,,,0.018217417,0.022725459
Nudt8,,,0.018204576,0.002120848
Dusp12,,,0.018180441,0.162518251
Pkd1l3,,,0.018170134,1.829864295
Mmp23,,,0.018146182,0.142214463
Elk3,,,0.018110415,0.000964011
D630037F22Rik,,,0.018000902,0.000964008
Fam134a,,,0.01799451,0.00096401
Samsn1,,,0.01798182,0.000964011
Ptbp3,,,0.017909287,0.741937429
Cers6,,,0.017875278,0.000966056
Mdga1,,,0.017857552,0.000964011
C630020P19Rik,,,0.017854289,0.000964011
