,gene,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,BIC_periodic,BIC_linear,BIC_rbf,pval,q_value
8087,Sema5b,-237.3912373,-237.4011513,0.009914009,0.190256529,497.045031,491.484348,497.0252011,0.888018467,1
8088,Fah,-226.3860287,-226.4301413,0.044112579,0.712961687,475.1030099,469.542328,475.0147839,0.766445743,1
8089,Nosip,-368.5818488,-369.8231557,1.241306963,1.175469214,761.8890403,756.32837,759.4064241,0.115110803,0.657352585
8090,Baz1b,-544.9565142,-544.9565107,-3.44E-06,0.106049893,1112.155748,1106.59507,1112.155755,1,1
8091,Ccdc80,-166.6568839,-167.4763237,0.819439816,2.036557862,357.1953719,351.634691,355.5564943,0.200479256,0.903204132
8092,Mrps6,-511.4499495,-511.4797202,0.029770623,2.748922504,1045.202168,1039.64149,1045.142626,0.807222494,1
8093,Ubash3b,-462.8987884,-466.0318955,3.133107034,1.766699488,954.3065117,948.74583,948.0403033,0.012306181,0.134950221
8094,Gsta4,-483.7208759,-486.5071084,2.786232527,1.049866033,995.2569197,989.696238,989.6844783,0.018245058,0.182684174
8095,Malsu1,-278.2055887,-278.2055862,-2.43E-06,1.52E-05,578.6538978,573.093216,578.6539039,1,1
8096,Gstt3,-203.4430572,-204.2756973,0.832640081,1.678661802,430.7941161,430.887008,429.1288409,0.196891912,0.894957762
8097,Rps6ka4,-368.4090206,-369.8744849,1.465464238,2.386071154,761.9916952,756.431014,759.0607677,0.086897504,0.554405329
8098,Nckap5l,-201.2060237,-201.2060231,-5.72E-07,1.957649316,424.6547829,419.094091,424.6547739,1,1
8099,Inha,-317.9844458,-318.4146994,0.430253581,0.95680006,659.0721267,653.511444,658.2116181,0.353596805,1
8100,Trp53inp1,-371.357611,-375.8789468,4.521335798,1.214830785,774.0006224,768.439966,764.9579485,0.002637499,0.03714749
8101,Vamp4,-474.9569509,-475.1375568,0.180605967,1.90E-08,972.5178418,966.957161,972.1566283,0.547833928,1
8102,Pdlim7,-492.4411153,-492.7040244,0.262909112,0.519337677,1007.650734,1002.09008,1007.124957,0.468370291,1
8103,Prcp,-157.1159844,-157.1173207,0.00133629,0.055442413,336.4773684,330.916687,336.4746953,0.958770126,1
8104,Rdh11,-172.2021625,-172.2021622,-2.97E-07,0.000253518,366.6470508,361.08637,366.6470515,1,1
8105,Vmo1,-108.2617165,-109.8805699,1.618853395,1.669075575,242.003874,236.443184,238.7661595,0.071961297,0.49229876
8106,Lamtor2,-410.9421526,-411.3945464,0.452393838,3.378885098,845.0318187,839.47115,844.1270317,0.341501195,1
8107,Per1,-536.3323435,-537.4196493,1.087305778,1.854594929,1097.082026,1091.52134,1094.907414,0.140304938,0.741654599
8108,Ppp1ca,-579.4058045,-580.603021,1.197216495,1.300764406,1183.448769,1177.88809,1181.054336,0.121767893,0.681487431
8109,Sqle,-430.9778084,-431.0889941,0.111185723,1.751962465,884.4207155,878.860034,884.1983433,0.637238906,1
8110,Dnajc9,-484.627992,-484.6279893,-2.70E-06,0.001235249,991.4987052,985.938024,991.4987105,1,1
8111,Dgkg,-359.702976,-359.702974,-1.93E-06,0.129950824,741.6486765,736.087993,741.6486785,1,1
8112,Ctif,-353.3261335,-353.500851,0.174717561,2.435727381,729.2444287,723.683762,728.8949935,0.554433068,1
8113,Mef2a,-239.9280396,-241.5367579,1.60871829,2.114714734,505.3162394,499.755558,502.0988057,0.072857643,0.496374008
8114,Serpine3,-23.58278051,-23.58255113,-0.000229379,0.541440918,69.4078298,63.8471484,69.40828754,1,1
8115,Pramef8,-263.0355593,-263.1439681,0.108408816,0.633970866,548.5306629,542.969982,548.3138451,0.641475495,1
8116,Narg2,-241.1638057,-241.1638053,-3.78E-07,0.000590423,504.5703367,499.009655,504.5703379,1,1
8117,Mrps18c,-340.8977896,-340.8977899,3.24E-07,2.00E-06,704.0383451,698.477622,704.0383057,0.999357715,1
8118,Spsb1,-202.5303249,-202.5303251,1.44E-07,5.339286843,427.3033769,421.742695,427.3033763,0.99957181,1
8119,Trp53i13,-167.6525575,-167.8841898,0.231632274,2.21918811,358.0111057,352.450424,357.5478415,0.496102221,1
8120,Snx19,-384.0439538,-384.6718525,0.62789873,1.778875027,791.5864325,786.02575,790.3306341,0.262448076,1
8121,Rpgrip1l,-255.8529514,-255.9077792,0.054827767,0.062681639,534.0582886,528.497602,533.9486293,0.740536647,1
8122,Rbms2,-274.8457741,-274.8543778,0.008603673,1.401552689,571.9515181,566.390797,571.9342747,0.895635469,1
8123,Glt25d1,-427.3974121,-427.589095,0.191682974,1.953049511,877.4208813,871.8602,877.0375507,0.53580732,1
8124,Ndufaf5,-405.2712289,-405.2898967,0.018667797,1.023647555,832.8225192,830.461858,832.7851843,0.846783382,1
8125,Alg13,-183.5033417,-183.5123046,0.008962941,0.622766805,389.2673355,383.706654,389.2494099,0.893491478,1
8126,Zbtb17,-350.5527292,-350.5980168,0.045287579,0.004325526,723.4387629,717.878077,723.3481849,0.763447231,1
8127,Tbc1d4,-326.5552041,-326.8394915,0.284287415,1.246953903,675.9217121,670.361029,675.3531347,0.450825797,1
8128,Map2k5,-310.997626,-311.0092313,0.011605347,0.002099284,644.261308,638.700625,644.2379785,0.878910447,1
8129,Ino80d,-363.0135795,-364.1109637,1.097384262,0.659568579,750.4646586,744.903977,748.2698855,0.138480011,0.736198382
8130,Zxdc,-343.994715,-344.0213319,0.026616958,0.000264589,710.285389,704.724707,710.2321565,0.817528635,1
8131,Bend7,-202.3745702,-202.3745691,-1.11E-06,0.001425803,426.9918647,421.431183,426.9918669,1,1
8132,Bad,-327.5207027,-327.6610667,0.140364005,1.265002034,677.5648581,672.004176,677.2841319,0.59622445,1
8133,Bean1,-252.7248508,-252.7407071,0.015856306,0.610869568,527.7241412,522.16346,527.6924281,0.858659872,1
8134,Neo1,-480.2530684,-480.5086781,0.255609668,0.890664001,983.2600811,977.699399,982.7488633,0.474611491,1
8135,Stac3,-148.2061596,-148.227619,0.021459494,0.651092932,318.6979647,317.424847,318.6550457,0.835877889,1
8136,Chrm3,-37.08634057,-37.08738725,0.001046681,1.816613641,96.41750102,90.8568183,96.41540766,0.963506902,1
8137,Rsrc1,-413.6931468,-413.6931438,-3.04E-06,0.010109431,849.6290141,844.068333,849.6290201,1,1
8138,Rbm20,-263.6871074,-263.7554923,0.068384916,0.033974996,549.753711,544.193029,549.6169413,0.71151359,1
8139,Cdk8,-314.8674177,-314.931487,0.064069371,0.000847293,652.1056975,646.545016,651.9775619,0.720369715,1
8140,Lztfl1,-349.3482811,-350.7269564,1.378675364,2.757652161,723.6966393,718.13596,720.9392887,0.096808432,0.594411772
8141,Zfp277,-299.3171094,-299.3627531,0.045643733,0.000685849,620.9682333,615.407551,620.8769453,0.762546746,1
8142,Ccdc130,-208.1960787,-208.2095926,0.013513872,0.663704808,438.6619103,433.101228,438.6348839,0.869415344,1
8143,Tcta,-369.502016,-370.0322625,0.530246445,0.940281686,762.3072662,756.746571,761.2467585,0.303102795,1
8144,N4bp2l2,-403.0526837,-403.1702675,0.117583836,0.875744974,828.5832601,823.022578,828.3480939,0.627718272,1
8145,Cfp,-287.9030082,-289.3663852,1.46337703,4.580247645,600.9754951,595.414812,598.0487429,0.087122497,0.555363868
8146,Nrg3,-198.0283891,-198.0283869,-2.22E-06,0.213335265,418.2995016,412.738819,418.2995047,1,1
8147,Itfg3,-237.6428175,-237.8439071,0.201089534,1.640708029,497.9305467,492.369865,497.5283615,0.525966036,1
8148,Large,-507.3602057,-507.3681513,0.007945592,2.47E-07,1036.979031,1031.41835,1036.963138,0.899684241,1
8149,Fahd1,-304.5130885,-304.541576,0.028487568,0.000479451,631.3258738,625.765192,631.2689035,0.811342365,1
8150,Usp40,-245.4171952,-245.7336626,0.316467326,3.440528916,513.7100531,508.14937,513.0771169,0.426280903,1
8151,Elovl6,-505.3030243,-505.3603939,0.057369609,1.436584816,1032.963514,1027.40283,1032.848775,0.734811798,1
8152,Zdhhc8,-410.7940204,-415.9926399,5.198619495,1.304481222,854.2279973,848.667316,843.8307673,0.001262039,0.020166957
8153,Kif3b,-457.8450472,-457.8450458,-1.40E-06,0.542478286,937.932821,932.372137,937.9328209,1,1
8154,2310009A05Rik,-295.1535518,-295.1535489,-2.92E-06,2.68E-05,612.5498243,606.989143,612.5498301,1,1
8155,B230120H23Rik,-341.7152175,-341.7152168,-6.38E-07,0.529936861,705.6732162,700.112479,705.6731615,1,1
8156,Lpcat3,-333.2556625,-333.255661,-1.48E-06,2.566175916,688.7540485,683.193367,688.7540515,1,1
8157,Wnt9a,-36.10710321,-36.269136,0.162032791,2.541474463,94.78099906,89.2203186,94.45693294,0.569174562,1
8158,2310069G16Rik,-166.1990786,-166.1990789,3.31E-07,0.003126612,354.6408843,349.080203,354.6408837,0.999350814,1
8159,Fam171a1,-476.1488546,-476.265448,0.116593415,0.001487152,974.7736268,969.212945,974.5404357,0.629170844,1
8160,Sumf1,-224.4178286,-224.4178258,-2.78E-06,0.006837474,471.0783781,465.517697,471.0783837,1,1
8161,Cald1,-404.6661256,-415.8111033,11.14497777,1.522408163,853.8649344,848.304259,831.5749777,2.34E-06,7.93E-05
8162,Adprm,-281.2901019,-282.6881843,1.398082477,0.905329643,587.6190848,582.058403,584.8229303,0.094490071,0.585499567
8163,Pm20d2,-141.5590055,-141.5898631,0.030857597,0.475723199,305.4224531,299.861773,305.3607375,0.80380526,1
8164,Pno1,-456.0233177,-456.8287545,0.80543681,1.254868707,935.9002359,930.339554,934.2893619,0.204369042,0.91083371
8165,Fam129b,-334.7926584,-334.8225453,0.029886925,0.519946557,691.8878248,686.327143,691.8280433,0.806853737,1
8166,AU022252,-122.8921526,-122.9270763,0.03492367,1.746462706,268.0968803,262.536198,268.0270317,0.791559183,1
8167,E130012A19Rik,-222.7358988,-222.9057135,0.169814674,1.713260497,468.0541492,462.493467,467.7145241,0.560043247,1
8168,Stambpl1,-211.5758814,-211.8839225,0.308041133,0.98397379,446.0105817,440.4499,445.3944893,0.432506877,1
8169,Terf2ip,-473.5168787,-473.5168722,-6.48E-06,3.49E-06,969.2764709,963.715789,969.2764839,1,1
8170,Palm2,-187.9621314,-188.1488446,0.186713149,1.702995874,398.5404184,392.979734,398.1669893,0.54114254,1
8171,Nt5c2,-425.7216638,-429.693971,3.972307143,1.99559568,881.6304878,876.069804,873.6860541,0.00482307,0.063703104
8172,Scamp3,-444.119179,-444.1631309,0.043951859,3.663205032,910.568987,905.008357,910.4810845,0.766859253,1
8173,Hdac6,-355.1864104,-355.1869672,0.00055686,0.242496057,732.6166607,727.055979,732.6155473,0.973377584,1
8174,Edc4,-453.1473526,-455.3038873,2.156534683,6.124046615,932.8505005,927.289822,928.5374317,0.037820664,0.316428631
8175,Plk5,-169.4875173,-169.8893169,0.401799597,0.409144618,362.0213599,356.460678,361.2177611,0.370019444,1
8176,Chuk,-304.4581202,-304.531002,0.072881819,1.515598496,631.3047293,625.744048,631.1589669,0.702617104,1
8177,Fam149a,-336.2419285,-342.2999151,6.05798661,1.571310431,706.8425562,701.281879,694.7265835,0.000499917,0.009584868
8178,Ccdc126,-313.9614021,-314.083518,0.122115862,0.660155147,650.4097632,644.849082,650.1655307,0.621166309,1
8179,Golga3,-274.8697695,-274.8697684,-1.02E-06,0.142843756,571.9822634,566.421582,571.9822655,1,1
8180,Uri1,-355.632385,-355.6729346,0.040549623,0.00010335,733.5885991,728.027915,733.5074965,0.775813237,1
8181,Cradd,-154.7195257,-154.7251011,0.005575404,0.138223569,331.6929283,326.132246,331.6817779,0.915901799,1
8182,Dynlrb2,-63.02750739,-63.02754675,3.94E-05,0.076548939,148.2978193,142.737137,148.2977413,0.992917323,1
8183,Pcdh11x,-335.4335235,-335.4445442,0.011020781,0.598832867,693.1318145,687.571133,693.1097735,0.881976588,1
8184,Slc22a5,-271.7076848,-271.7832995,0.075614689,0.693774628,565.809328,560.248646,565.6580961,0.697363278,1
8185,Zfp773,-13.23321716,-13.23321761,4.52E-07,0.258537855,48.70916062,43.1484798,48.70916084,0.99924138,1
8186,Rtkn,-339.1071575,-339.1071555,-1.93E-06,5.04E-07,700.4570339,694.896356,700.4570415,1,1
8187,Zbtb3,-144.6231521,-144.6231521,1.31E-08,0.000130928,311.4890309,305.928349,311.4890307,0.999870851,1
8188,Tango2,-526.4731161,-527.3883684,0.91525224,1.311867454,1077.019468,1071.45887,1075.188959,0.17606797,0.841219927
8189,Dyrk3,-137.753403,-139.6261477,1.872744645,5.812991937,301.4950226,295.934339,297.7495325,0.052950223,0.401422121
8190,Zbtb1,-267.0301413,-267.0301012,-4.00E-05,0.573165036,556.3029281,550.742247,556.3030091,1,1
8191,Edem3,-508.3898559,-508.3906513,0.000795361,0.234018898,1039.024028,1033.46335,1039.022438,0.968185722,1
8192,Phlpp2,-247.6540329,-247.7852152,0.131182338,1.045399106,517.8131575,512.252477,517.5507923,0.608500225,1
8193,Met,-243.9496199,-243.9640904,0.0144705,1.941204802,510.1709078,504.610225,510.1419663,0.864915336,1
8194,Hsd17b4,-592.6693187,-593.591724,0.922405312,1.948295147,1209.426118,1203.86543,1207.581364,0.174388158,0.837372504
8195,Nat6,-253.199663,-253.1996627,-3.94E-07,9.08E-06,528.6420518,523.08137,528.6420525,1,1
8196,Pin4,-287.8053674,-287.8432716,0.03790418,0.857503018,597.9292699,592.368588,597.8534613,0.783060275,1
8197,Fam184b,-249.2543117,-249.2990397,0.044728007,9.32E-05,520.84081,515.280128,520.7513499,0.764869863,1
8198,Krba1,-354.3338023,-354.3338025,1.73E-07,1.15E-05,730.9103303,725.349648,730.9103311,0.99953067,1
8199,Slc2a5,-110.9621833,-110.9621831,-2.20E-07,0.680375829,244.1670931,238.606411,244.1670931,1,1
8200,Raver2,-225.9130482,-225.9133903,0.000342076,0.244257093,474.0695059,468.508824,474.0688229,0.979132672,1
8201,Zfp280c,-289.000861,-289.1831712,0.182310168,0.880598412,600.6090713,595.048387,600.2444485,0.545951349,1
8202,Lmo2,-323.5191372,-324.1015781,0.582440955,0.893119106,670.4458831,664.885201,669.2810009,0.280455371,1
8203,Commd10,-339.7176803,-339.9055294,0.187849114,0.699508926,702.0537905,696.493109,701.6780871,0.539914511,1
8204,Rnf169,-330.7824604,-330.808042,0.025581579,0.989985614,683.8588106,678.298127,683.8076473,0.821051513,1
8205,Dstyk,-444.7493345,-444.7493308,-3.75E-06,0.001710166,911.741388,906.180706,911.7413955,1,1
8206,Timp4,-313.1180906,-314.4802326,1.36214197,1.141333458,651.2031859,645.642508,648.4789077,0.098832437,0.601126149
8207,Dcun1d5,-497.3172161,-498.050347,0.733130876,0.044394026,1018.343421,1012.78274,1016.877159,0.225936432,0.95617027
8208,Mrpl54,-391.3300622,-391.5068505,0.176788258,0.879056359,805.2564154,799.695734,804.9028509,0.5520955,1
8209,Nkain4,-420.808169,-421.6784034,0.870234364,1.38287075,865.5995329,860.038851,863.8590645,0.187079447,0.869199393
8210,Nudcd2,-237.4027995,-238.5928755,1.190076026,1.809936523,499.4284776,502.529877,497.0483255,0.122885586,0.68443256
8211,Ppp1r37,-331.1989258,-331.1989239,-1.97E-06,2.66E-05,684.6405733,679.079898,684.6405781,1,1
8212,Hhatl,-188.4074872,-188.4932833,0.08579611,1.37113113,399.2292981,393.668616,399.0577009,0.678700611,1
8213,Fam20a,-166.7459002,-166.7459044,4.20E-06,0.883774981,355.7345249,350.173843,355.7345269,0.997687514,1
8214,Galnt11,-124.3675938,-124.4149796,0.047385772,4.415804033,271.0726853,265.512014,270.9779141,0.75819657,1
8215,Gpr125,-394.7595573,-394.7831841,0.023626736,1.235730889,811.809099,806.248413,811.7618411,0.827913278,1
8216,Reep5,-605.3959439,-605.6700923,0.274148405,0.003168087,1233.582908,1228.02223,1233.034614,0.459014453,1
8217,Usp48,-476.0525824,-477.1276825,1.075100138,0.871291779,976.4980903,970.937409,974.3478913,0.142551294,0.746751533
8218,Vps25,-477.5719022,-477.5984984,0.026596177,0.069469137,977.439771,971.87909,977.3865309,0.817598626,1
8219,Samd4,-481.2834514,-481.6835335,0.400082053,0.599274416,985.6097687,980.04909,984.8096293,0.371044309,1
8220,U2af1l4,-306.5253539,-306.5253516,-2.30E-06,4.476290862,635.2934299,629.732748,635.2934343,1,1
8221,Mus81,-222.2463465,-222.3377344,0.091387887,0.743545426,466.9181962,461.357515,466.7354195,0.668998557,1
8222,Wdr41,-293.172112,-294.4994113,1.327299331,0.842375254,611.2415505,605.680868,608.5869505,0.103250814,0.616934971
8223,Orc3,-447.0461266,-447.0461282,1.62E-06,6.91E-06,916.3349832,910.774302,916.3349797,0.998563809,1
8224,Sytl2,-250.9646104,-250.9646102,-1.75E-07,0.291246708,524.1719471,518.611265,524.1719473,1,1
8225,Coro7,-431.3494302,-431.7421501,0.392719825,1.06348473,885.7269681,880.166302,884.9415869,0.375482647,1
8226,Tmem14a,-363.2159795,-364.6917009,1.475721344,1.973187514,751.6261296,746.065448,748.6746855,0.085800932,0.550244301
8227,Rnf128,-330.6854754,-330.6854743,-1.12E-06,4.90E-05,683.6136744,678.052992,683.6136773,1,1
8228,Actn2,-280.3796276,-280.4509435,0.071315915,0.602723003,583.1446141,577.583932,583.0019817,0.70567851,1
8229,Wisp1,-362.5276352,-364.566334,2.038698794,1.249438428,751.3753976,745.814715,747.2979969,0.043460547,0.349824136
8230,Pacrg,-357.1499373,-359.0925665,1.942629159,1.123752833,740.4278555,734.867176,736.5426011,0.048711768,0.378521044
8231,Dimt1,-440.0563752,-442.1947668,2.138391636,0.96131462,906.6323588,901.071423,902.3554769,0.038636402,0.321698772
8232,Rrs1,-281.0247903,-281.4379399,0.413149522,0.68306676,585.1186076,579.557925,584.2923071,0.363344887,1
8233,Tfam,-434.6536474,-434.7394877,0.085840331,0.041866416,891.7217691,886.161087,891.5500213,0.678622449,1
8234,Tst,-241.3695779,-242.5408654,1.171287526,1.013717525,507.324459,501.763777,504.9818823,0.125881314,0.694567561
8235,Bbx,-358.9401735,-359.2870335,0.346860037,2.54220102,740.816796,735.256112,740.1230735,0.404901921,1
8236,Bnip2,-467.9529649,-467.9529608,-4.05E-06,0.010922536,958.1486482,952.587967,958.1486563,1,1
8237,Tmeff2,-503.7838433,-508.884521,5.100677706,1.584840827,1040.011785,1034.4511,1029.810413,0.001403375,0.022136671
8238,Chmp6,-375.2834438,-375.2835345,9.07E-05,0.006456801,772.8096075,767.249116,772.8096141,0.989254031,1
8239,Sult1d1,-82.16253216,-82.69452346,0.531991303,1.885448474,187.6317739,182.071092,186.5677908,0.302308599,1
8240,Cmbl,-255.164501,-255.561528,0.397026975,1.490781393,533.3657829,527.805101,532.5717285,0.372877108,1
8241,Zfp664,-503.082502,-503.669929,0.587426992,0.829551012,1029.582587,1024.02191,1028.407731,0.278406118,1
8242,Dip2a,-414.9072609,-415.3640803,0.456819457,0.807805569,852.9708849,847.410202,852.0572483,0.339150748,1
8243,9930104L06Rik,-268.8133157,-268.8133127,-3.00E-06,5.60E-05,559.8693519,554.30867,559.8693579,1,1
8244,Pitpnm1,-378.5133835,-378.5825107,0.069127185,1.916819854,779.4077473,773.847078,779.2694935,0.710022609,1
8245,Sars2,-176.9309485,-177.0663191,0.135370632,0.037566358,376.3753642,370.814683,376.1046235,0.602834959,1
8246,Zfp202,-130.4785764,-130.478808,0.000231594,0.290464788,283.2003426,277.639661,283.1998793,0.982829411,1
8247,Lmtk2,-549.1550371,-549.2286457,0.073608579,0.625799694,1120.700019,1115.13934,1120.552801,0.701209054,1
8248,Fbxl5,-570.42124,-570.4212286,-1.14E-05,0.000668721,1163.085189,1157.5245,1163.085207,1,1
8249,Pou3f3,-486.8345918,-487.3464019,0.511810092,0.672612089,996.9355335,991.374852,995.9119101,0.311661828,1
8250,Gucd1,-253.3319301,-253.3319273,-2.78E-06,0.096479649,528.9065817,523.345902,528.9065867,1,1
8251,Bcl2,-541.98548,-543.1700747,1.18459469,2.319592415,1108.582876,1103.0222,1106.213687,0.123751296,0.687409538
8252,Csmd3,-234.9397713,-234.9397724,1.05E-06,0.000406924,492.1222709,486.561588,492.1222691,0.998843756,1
8253,1700052N19Rik,-238.3901547,-238.4264613,0.03630658,0.734694727,499.0956518,493.534969,499.0230359,0.78756934,1
8254,Gskip,-305.7403067,-305.9681567,0.22784993,0.855109951,634.1790912,628.618412,633.7233399,0.499640537,1
8255,Ing1,-275.9233455,-276.7607149,0.837369375,0.853590607,575.764156,570.203474,574.0894175,0.195625018,0.891657402
8256,Ggps1,-220.9803109,-221.1915658,0.21125492,0.819636158,464.6258592,459.065178,464.2033483,0.515687332,1
8257,Wdr4,-242.7523869,-242.7523302,-5.67E-05,0.378842805,507.7473979,502.186713,507.7475003,1,1
8258,C4a,-159.7456618,-159.7520561,0.006394326,0.550726564,341.7468437,336.186061,341.7340501,0.909961643,1
8259,Trim62,-370.152545,-370.1525432,-1.84E-06,0.133339811,762.5478146,756.987131,762.5478165,1,1
8260,Hexb,-542.4852638,-542.5375152,0.052251451,3.450301724,1107.317492,1101.75681,1107.213254,0.746491464,1
8261,Top2b,-652.3103149,-652.4735085,0.163193588,3.316008936,1327.189894,1321.62906,1326.863356,0.567794234,1
8262,Dus1l,-347.2725277,-347.9868796,0.714351921,2.062500247,718.2164869,712.655805,716.7877819,0.231976089,0.966610404
8263,Fam89b,-455.2790153,-455.2790121,-3.20E-06,1.95E-05,932.8007511,927.240069,932.8007571,1,1
8264,Iars2,-277.9656719,-277.9656705,-1.37E-06,1.25E-06,578.1740675,572.613386,578.1740703,1,1
8265,Tasp1,-286.4554538,-288.7696073,2.314153525,1.274791257,599.7819407,594.221259,595.1536341,0.03144858,0.276505595
