,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,BIC,pval,q value
Ipo9,-508.2078075,-508.354224,0.146416448,1.18E-07,,0.701983724,1
Ngdn,-333.6432166,-334.0998998,0.456683204,1.244123563,,0.499178175,1
Psmg3,-215.5036929,-215.9518521,0.448159183,0.867579166,,0.503210428,1
Mapkbp1,-409.2303092,-409.2303123,3.08E-06,8.61E-05,,0.998599498,1
Spr,-338.3357306,-339.0401652,0.704434528,1.438282884,,0.401297628,1
Raly,-425.5438508,-426.8412971,1.297446355,0.979317734,,0.254680204,1
Tbkbp1,-352.3557376,-352.5277305,0.17199291,0.904823879,,0.678346685,1
Crim1,-496.6777837,-497.1169416,0.4391579,2.219065068,,0.507529181,1
Il18bp,-165.4024076,-165.4274111,0.025003534,0.002225287,,0.874358257,1
Lcat,-448.4620776,-448.6346195,0.172541872,1.593499352,,0.677862575,1
E130309D02Rik,-249.699272,-249.7337745,0.034502482,1.066776327,,0.852642042,1
Ppdpf,-622.1934034,-622.2670619,0.073658499,0.743479744,,0.786082639,1
Enpp4,-338.4958948,-338.5648141,0.068919238,0.884967818,,0.792916916,1
1500011K16Rik,-455.752164,-455.7521752,1.11E-05,0.275779087,,0.997337451,1
Med16,-326.5094442,-326.5094516,7.36E-06,0.108380779,,0.997834971,1
Anapc16,-430.7626494,-431.6025432,0.839893828,0.732668095,,0.359427138,1
Hs3st5,-355.8077009,-355.8076962,-4.73E-06,0.01992434,,1,1
Erf,-322.6779379,-322.6779355,-2.36E-06,3.48E-06,,1,1
Zmym5,-362.7539996,-362.7539967,-2.90E-06,0.066681858,,1,1
Sestd1,-456.6778688,-461.731657,5.053788172,1.007325384,,0.02457216,1
Gtdc2,-318.3813316,-318.4430202,0.061688587,0.000614355,,0.803846694,1
Pip4k2c,-473.8976912,-474.0124153,0.11472413,0.824159572,,0.734828578,1
Shc4,-232.4242473,-232.7609951,0.336747829,0.224345658,,0.561712479,1
Mir3091,-15.22404699,-15.22393405,-0.000112942,0.561035909,,1,1
Kansl2,-186.4214959,-186.4214956,-2.41E-07,6.69E-05,,1,1
Prickle2,-497.2770552,-498.5371416,1.260086353,2.506807862,,0.261634746,1
Gm15612,-118.06857,-118.0871995,0.018629499,0.012196431,,0.891433991,1
Golph3l,-352.3459985,-353.0752662,0.729267705,1.128712087,,0.393120657,1
C130071C03Rik,-102.8343137,-102.8890109,0.054697187,0.062971698,,0.815082567,1
Zfp687,-254.9114146,-254.9114117,-2.91E-06,0.973232005,,1,1
Qpctl,-79.7038313,-79.9532466,0.249415295,1.894020145,,0.617487088,1
Myo1b,-250.8285472,-252.2195775,1.391030289,1.189133165,,0.238231186,1
Scarb2,-327.9405962,-328.4922902,0.551693976,0.791000161,,0.457626361,1
Rbl2,-200.4158474,-200.8749504,0.459103027,3.709558415,,0.498043473,1
Fam96b,-388.9158918,-389.5319877,0.616095908,1.061582083,,0.432501782,1
Fam132b,-88.68499017,-88.69537646,0.010386294,0.157630686,,0.918825597,1
Gpr12,-240.1962084,-240.2848265,0.088618115,1.990366454,,0.765941342,1
Lonp1,-477.5560953,-477.5566833,0.000587967,0.234189087,,0.980654773,1
Nell1,-352.6248563,-353.0052962,0.380439873,0.78228789,,0.537367918,1
Sidt1,-283.6119794,-283.6140036,0.002024198,0.07822954,,0.964114415,1
Rnase4,-220.6449129,-220.6450957,0.000182818,0.534688569,,0.989212116,1
Erlin1,-277.1565077,-277.1565048,-2.96E-06,0.0001431,,1,1
Ap2a1,-374.6126883,-374.612681,-7.30E-06,3.63E-05,,1,1
Fastkd2,-242.5661127,-242.6303234,0.064210664,0.486181751,,0.799960494,1
A330021E22Rik,-245.6286415,-245.6551919,0.026550335,0.000877851,,0.870563522,1
Ddx18,-245.4643504,-245.4643544,4.03E-06,0.029305498,,0.998399184,1
Hlcs,-124.0083471,-124.0888193,0.080472163,0.01914883,,0.776658567,1
Smpd3,-288.3353659,-288.3353937,2.78E-05,2.66E-05,,0.995790012,1
Prkag1,-435.3533914,-435.6389146,0.285523255,0.843691328,,0.593103721,1
Vstm5,-43.00926913,-43.00927061,1.48E-06,0.016211539,,0.999028713,1
Pdik1l,-247.878346,-247.9018827,0.023536711,0.007129456,,0.878069607,1
Dcn,-540.8255809,-551.9473747,11.12179373,0.733656452,,0.000853192,0.745740305
Wtip,-265.1670593,-265.7037783,0.536719032,1.414974719,,0.463795656,1
Btrc,-472.3562415,-473.3936038,1.037362233,0.744609577,,0.308435741,1
Ulk2,-564.2056931,-564.5030525,0.297359395,0.031360874,,0.585542598,1
Nck2,-439.2225486,-439.3209864,0.098437771,0.000111513,,0.753712485,1
Lias,-341.7075111,-342.1252409,0.417729842,2.02247894,,0.518071988,1
Rnf19b,-300.195041,-300.3124203,0.117379302,0.862793636,,0.731894415,1
Ppp2r5d,-298.2914141,-298.3100987,0.018684582,0.001192102,,0.891274603,1
Kdelr1,-510.0902457,-511.2469586,1.156712929,1.428847653,,0.282148295,1
Mogs,-345.6945946,-345.9461904,0.251595812,3.075816625,,0.615953652,1
Ptchd4,-153.5742046,-153.6596797,0.085475124,0.379175461,,0.770010401,1
Tiparp,-408.4562965,-408.4563014,4.89E-06,0.050550874,,0.998235633,1
Atp10a,-252.0991591,-252.0992766,0.000117561,1.037673648,,0.991349076,1
Ap3s1,-554.2539865,-554.5504723,0.29648584,0.638010845,,0.586093917,1
Mipep,-283.5533908,-283.5533894,-1.33E-06,1.04E-05,,1,1
Atxn3,-343.5779166,-344.0669322,0.489015659,0.17934438,,0.484366725,1
Gtf2h2,-250.1679924,-250.3752208,0.207228378,0.001942638,,0.648948501,1
0610012G03Rik,-500.717926,-500.7179222,-3.73E-06,0.006030658,,1,1
Pdzrn4,-131.8797617,-131.8797596,-2.10E-06,0.003299314,,1,1
Iws1,-305.5395773,-305.5395749,-2.48E-06,0.079090173,,1,1
Zdhhc16,-65.87738925,-65.87738882,-4.28E-07,0.468012513,,1,1
AA414768,-141.902591,-141.9025507,-4.03E-05,0.015885396,,1,1
Atp7a,-288.0155046,-288.9938075,0.978302879,0.162278652,,0.322618158,1
Tmem164,-312.4896232,-312.7798697,0.290246497,0.107183927,,0.590062613,1
Morn2,-142.5702276,-142.7317816,0.161554034,1.789453336,,0.687729767,1
Nlrp10,-114.0871093,-114.097288,0.010178636,1.985816401,,0.919638396,1
Sart3,-389.2010781,-389.2010767,-1.40E-06,0.900548537,,1,1
Pxmp4,-188.9513179,-189.0958575,0.144539626,0.180053527,,0.703809077,1
Masp2,-51.01818096,-51.01818097,1.34E-08,10.8488228,,0.999907783,1
Ubr2,-507.2738428,-507.5052004,0.231357594,0.633506352,,0.630519015,1
Rnmt,-450.7419147,-450.7658083,0.023893655,0.150511962,,0.877155807,1
Kcnj12,-276.3496019,-276.3496014,-4.81E-07,0.013090468,,1,1
Pitpnc1,-471.6449259,-471.6449197,-6.17E-06,0.220115412,,1,1
Mast4,-286.3869802,-286.7390898,0.35210953,2.617824782,,0.552921399,1
Aim1,-270.3095101,-271.1771671,0.867656971,0.186841488,,0.351604776,1
Papd4,-159.921579,-160.3001822,0.378603187,1.436393396,,0.538351736,1
Rbp7,-38.89737788,-38.89989778,0.002519894,1.539109912,,0.959964168,1
Ube2q2,-516.3136962,-516.3842071,0.070510874,0.441573746,,0.790594396,1
Smox,-486.326878,-486.3268779,-7.13E-08,7.179029106,,1,1
Cops6,-515.5558601,-515.5558563,-3.79E-06,0.000859207,,1,1
Saysd1,-237.3220097,-237.4093602,0.087350541,0.524606451,,0.767572808,1
Ddx27,-118.7689303,-118.7689295,-8.01E-07,3.972453418,,1,1
Fbxl22,-150.6366638,-150.6366632,-6.32E-07,0.000180708,,1,1
Med6,-370.7127541,-370.7127572,3.12E-06,0.000320027,,0.998591038,1
2700050L05Rik,-354.5551953,-354.5551948,-5.65E-07,4.237621503,,1,1
Copb1,-486.6777057,-487.5526938,0.874988125,4.052017563,,0.349578076,1
Itpr3,-315.4770261,-316.3959662,0.918940098,0.561233929,,0.337753422,1
Gnptab,-429.831755,-429.8964304,0.064675432,5.91E-05,,0.799253256,1
Echs1,-339.211765,-339.3795514,0.167786475,0.411992914,,0.682086576,1
Nup35,-325.7084312,-325.7084304,-8.12E-07,0.000991504,,1,1
Trip11,-189.3543885,-189.3868637,0.032475208,0.745731498,,0.856988659,1
Wdr43,-347.4594513,-347.4977927,0.038341408,1.97769495,,0.844759179,1
Gas2l3,-126.4330209,-126.4330201,-8.56E-07,0.000236895,,1,1
Cenpb,-607.9733801,-607.9734582,7.81E-05,0.041469808,,0.992949399,1
Tbc1d19,-364.1158628,-364.1959048,0.080041951,1.642853285,,0.777240569,1
Vps37b,-411.8282117,-411.8718099,0.043598217,2.963708684,,0.83460292,1
Atg2b,-412.2820025,-412.5225255,0.240522957,0.067273911,,0.623828663,1
Srrt,-508.9227729,-508.9711588,0.048385905,0.42239646,,0.825896104,1
Csrp1,-589.4730499,-589.6424217,0.169371809,1.500696267,,0.680670706,1
Tcf7l2,-339.5007016,-339.5666026,0.065901017,0.060230748,,0.797401158,1
Trim24,-388.2435045,-389.5411443,1.29763975,2.359221836,,0.254644801,1
Nfkbia,-365.6307053,-365.6307039,-1.42E-06,0.007741302,,1,1
Gapvd1,-257.945042,-257.9450369,-5.11E-06,0.000196966,,1,1
Tbx21,-365.6088831,-365.808123,0.199239913,0.026991853,,0.655335067,1
Gatad2a,-399.1152582,-401.5023176,2.387059401,2.788739646,,0.12234357,1
Crls1,-420.8443354,-420.8472037,0.002868267,0.866299752,,0.957288753,1
Gpc5,-451.1887998,-451.4080656,0.219265796,2.39517804,,0.639599915,1
Ankrd33b,-364.8710448,-364.8710447,-1.14E-07,1.412437052,,1,1
Slc35f1,-457.7075659,-457.9830664,0.275500552,0.005377037,,0.599665595,1
Myo9b,-410.6710814,-410.6716868,0.000605368,1.043935263,,0.980370646,1
Ercc2,-312.2786542,-312.278654,-2.07E-07,0.00199823,,1,1
Pou2f1,-328.1157266,-329.2962924,1.18056582,2.773792166,,0.277240836,1
Vwa8,-357.7448967,-357.8695283,0.12463163,2.050226891,,0.724064412,1
Bub3,-423.087411,-423.1573848,0.069973836,0.801316112,,0.791374878,1
Smarcal1,-465.3309757,-465.377813,0.046837348,0.802983253,,0.828660861,1
Prmt3,-335.9787756,-336.171638,0.192862456,0.837091608,,0.660544822,1
Etl4,-600.3712668,-600.3712636,-3.24E-06,0.002594272,,1,1
Insl5,-87.57396861,-87.5739685,-1.12E-07,0.000369831,,1,1
Zfp938,-291.8222025,-291.886794,0.064591563,0.882376276,,0.799380679,1
Zfp827,-449.1839706,-449.1839933,2.27E-05,0.019124546,,0.996202063,1
Tgfbrap1,-396.4843409,-396.8456823,0.361341484,2.734449543,,0.547762152,1
Qser1,-346.2423128,-346.2744468,0.032134033,0.263106036,,0.857733805,1
Herc4,-392.1691589,-392.1691543,-4.58E-06,0.001276335,,1,1
Fmod,-334.3481946,-336.3456192,1.997424629,0.155549359,,0.157566729,1
Mrps16,-429.4857133,-429.9831409,0.497427544,0.977703016,,0.480632623,1
Fgfr1,-606.9955541,-607.4045405,0.40898635,1.495615857,,0.522484443,1
Grin3b,-46.27419055,-46.29746839,0.02327784,0.888813817,,0.878736778,1
Rae1,-422.1584636,-422.2495114,0.09104779,7.73E-05,,0.76284931,1
Ing3,-310.2689892,-310.2689911,1.82E-06,0.000277443,,0.998922357,1
Ccdc23,-375.5117842,-375.5120379,0.00025374,0.158520687,,0.987290871,1
Wipi2,-251.0564541,-251.0564532,-8.84E-07,0.046153699,,1,1
Decr2,-89.72842295,-89.73430449,0.005881542,2.100509092,,0.938869195,1
Fam26e,-50.1677703,-50.20447526,0.036704962,0.095590879,,0.848066986,1
Sf3b4,-478.1193348,-478.1193331,-1.66E-06,0.006537773,,1,1
Ankle2,-385.4193143,-386.196562,0.777247682,1.013488802,,0.37798422,1
Serping1,-371.2535899,-373.0890534,1.83546351,0.922319428,,0.175483584,1
Rap1gap2,-585.4128823,-586.4589566,1.046074268,0.936953259,,0.306412954,1
Ctla2a,-321.4003242,-321.4218806,0.021556421,0.001374917,,0.88327327,1
Fmn2,-477.8509369,-477.970626,0.119689073,0.680210888,,0.72937196,1
Tmem181a,-123.0741187,-123.0741189,1.97E-07,0.535293639,,0.999646003,1
Pcif1,-313.0810109,-313.3245308,0.243519865,0.638574555,,0.621675361,1
Tmem248,-353.7291001,-353.7355959,0.006495814,0.410804816,,0.935762758,1
Cdk5rap1,-157.9095221,-157.9095196,-2.47E-06,0.017307779,,1,1
6030458C11Rik,-359.1046241,-359.1046161,-8.02E-06,0.003397464,,1,1
Tbpl1,-406.6766671,-406.8505445,0.173877412,1.814877288,,0.676688571,1
Memo1,-397.2416381,-397.7358301,0.494191984,0.702313342,,0.482063292,1
Dcp1a,-253.0997111,-253.5050962,0.405385109,1.761980773,,0.524321185,1
Unk,-357.5247087,-357.5247079,-8.02E-07,2.70E-05,,1,1
Cobl,-219.4939252,-219.6248938,0.130968637,0.016753272,,0.717429829,1
Phc2,-513.4282458,-514.3184555,0.890209716,0.867491759,,0.345420483,1
Ubxn1,-488.2605282,-488.6376967,0.377168541,1.256406387,,0.539122494,1
Ptprf,-519.3428594,-519.34771,0.004850643,0.527491253,,0.944474979,1
Rpl24,-571.2275821,-571.7850858,0.557503774,1.436321865,,0.455267762,1
Ssh2,-384.1569763,-384.1569805,4.28E-06,0.326201346,,0.998349875,1
Cetn4,-143.1833721,-143.1833722,1.04E-07,6.27E-05,,0.999742678,1
Pdgfrb,-249.595242,-249.7988471,0.203605096,0.085592568,,0.651826518,1
Tpgs1,-481.0590815,-481.0590778,-3.68E-06,2.72E-05,,1,1
Ttc19,-546.7048171,-547.2569345,0.552117423,0.561371663,,0.457453805,1
Bzrap1,-563.5927584,-564.0282727,0.435514316,0.100726905,,0.509295488,1
Cntnap1,-466.6795259,-466.7019071,0.022381219,0.000610318,,0.881077415,1
1110007C09Rik,-274.4406978,-274.9202286,0.479530803,0.948114987,,0.48863492,1
Igflr1,-306.6955671,-308.1601765,1.46460946,1.988221313,,0.226198129,1
Plod1,-362.441906,-362.4419055,-4.89E-07,0.033572513,,1,1
Prpsap1,-535.9358035,-535.9358008,-2.71E-06,1.45E-05,,1,1
Pcbd2,-306.3958187,-306.3960609,0.000242165,0.189466746,,0.9875841,1
Mgat4b,-399.5081223,-399.7944892,0.286366928,2.078783312,,0.592558151,1
Cdc42bpa,-495.0341683,-495.0341633,-4.97E-06,6.82E-05,,1,1
Psmc2,-593.9893789,-594.3169439,0.327565013,0.000636494,,0.567096427,1
Exoc5,-529.6612653,-529.7104502,0.049184885,0.001923038,,0.824487753,1
Pdk3,-421.0596056,-421.1380712,0.078465618,0.661431488,,0.779387627,1
Mllt1,-404.7362453,-404.7362462,9.30E-07,0.006480136,,0.999230642,1
Il1rap,-215.4558147,-215.4558151,4.20E-07,1.617781518,,0.999482654,1
Prr11,-31.45402819,-31.45402803,-1.59E-07,5.55E-05,,1,1
Il13ra1,-193.2905189,-193.3747411,0.08422219,1.540979565,,0.771655131,1
Stag2,-531.0656716,-531.3462758,0.280604128,0.023508243,,0.596305523,1
Timm22,-375.0291885,-376.1832304,1.154041949,0.864519501,,0.282704624,1
Fkbp9,-401.9432231,-402.3471318,0.403908686,2.592214123,,0.525077521,1
Frem3,-35.02118327,-35.19465078,0.173467509,5.461739052,,0.677048331,1
Faah,-132.8909459,-132.890945,-8.94E-07,0.001971082,,1,1
Scarf1,-82.35409235,-82.35409231,-3.64E-08,4.330012753,,1,1
Nxpe3,-220.6047193,-220.6197895,0.01507019,0.025006068,,0.902296594,1
Fstl4,-67.67534322,-67.68364654,0.008303324,2.118584942,,0.927395194,1
Plin2,-319.7614418,-320.2478443,0.486402531,0.046263712,,0.485536457,1
Ints10,-340.0826443,-340.3150782,0.232433865,0.859036557,,0.629724997,1
Fhod3,-381.6307342,-382.3136409,0.682906672,0.142926241,,0.408587615,1
Sh3gl1,-296.2133856,-296.2186326,0.005247026,0.001827012,,0.94225465,1
Yae1d1,-365.1686714,-365.1686507,-2.07E-05,0.527245626,,1,1
Nhej1,-73.9864256,-73.99908533,0.012659727,0.34394306,,0.910414719,1
Fhdc1,-220.4176525,-220.4176507,-1.72E-06,0.000191933,,1,1
C2cd2l,-507.0246001,-507.024597,-3.17E-06,0.001868638,,1,1
Psmd12,-551.2920349,-551.2920335,-1.36E-06,8.71E-06,,1,1
Gpr146,-262.8768524,-263.0100454,0.13319298,0.771076507,,0.715144151,1
Tmub1,-273.2779172,-273.2841546,0.006237386,1.661468426,,0.937050821,1
Gm11978,-35.50007637,-35.49965107,-0.000425301,1.046458979,,1,1
Pdxdc1,-218.3942518,-218.5964626,0.2022108,1.068317434,,0.652942239,1
Dok3,-235.8492071,-235.849206,-1.03E-06,0.000399193,,1,1
Angptl2,-142.3371753,-142.3371756,3.05E-07,0.002700227,,0.999559397,1
Atp13a4,-126.0869402,-126.7566885,0.669748251,1.587261708,,0.413139392,1
Rnf38,-397.1453838,-397.1523392,0.006955373,0.026665851,,0.933534379,1
Rpl36al,-633.4702643,-633.4702637,-6.36E-07,0.547853763,,1,1
Ccdc87,-27.07491709,-27.07468131,-0.000235782,0.372017798,,1,1
Jph4,-413.629156,-413.7842515,0.155095463,1.041246047,,0.693712746,1
2810013P06Rik,-120.5444926,-120.5444922,-4.56E-07,0.006015949,,1,1
Psmd6,-562.6727858,-562.6727842,-1.64E-06,0.000492163,,1,1
Faim,-342.8619359,-343.8200491,0.958113254,4.43875102,,0.3276627,1
Cep41,-194.3043094,-194.3043088,-6.33E-07,0.006957563,,1,1
Srgn,-386.4434128,-386.4993185,0.055905695,0.01418049,,0.813088273,1
Ift20,-370.7899921,-370.7909428,0.000950789,0.279161739,,0.975401238,1
Pigb,-151.3343546,-151.3539586,0.019603946,0.001793148,,0.888648857,1
Klhl13,-476.1253401,-477.7310947,1.605754599,0.928012249,,0.205089603,1
Itsn2,-328.6402025,-329.4536673,0.813464826,0.929595209,,0.367097853,1
Actr1b,-507.5959005,-507.5958981,-2.41E-06,0.00023521,,1,1
Arf5,-424.4843677,-424.9675805,0.483212781,1.666465107,,0.486970652,1
Wee1,-300.2819511,-300.2844425,0.0024914,0.026093693,,0.960190982,1
Magt1,-385.833469,-385.8334667,-2.27E-06,0.001858097,,1,1
Tmem175,-254.0119429,-254.1903551,0.178412223,0.685563581,,0.672741317,1
Gpr19,-319.5753242,-319.5753227,-1.49E-06,0.000797408,,1,1
St6galnac5,-203.3312959,-203.3312951,-7.77E-07,0.039294985,,1,1
Tsen54,-144.1397281,-144.1397295,1.36E-06,0.121492125,,0.999070227,1
Nop14,-307.0045199,-307.2888633,0.284343361,1.812058249,,0.593868453,1
Usp21,-388.9839766,-390.2412099,1.257233331,2.693656696,,0.262175434,1
Sc5d,-449.4093281,-449.4093251,-3.02E-06,0.000184443,,1,1
Gas6,-465.8154263,-465.8263122,0.010885982,1.233984224,,0.916902782,1
Polr1b,-197.8794181,-197.8827421,0.003324015,0.014597994,,0.954024019,1
Tmem163,-578.86536,-578.9495613,0.084201327,1.58E-07,,0.771682629,1
Rab8b,-446.9107863,-446.9107814,-4.98E-06,0.002519233,,1,1
Dcaf13,-370.2897977,-370.3188071,0.029009469,0.020597494,,0.864757176,1
Tgfa,-165.0425806,-165.0425805,-7.93E-08,0.000402208,,1,1
Avpi1,-405.9519689,-405.9519684,-5.33E-07,0.001368777,,1,1
Slc30a7,-282.7662955,-282.8816783,0.115382827,1.725389552,,0.734097165,1
Ndufb7,-510.8105435,-511.4249045,0.61436103,0.981444354,,0.433150514,1
Smcr7,-271.3836755,-271.3836744,-1.09E-06,0.000277878,,1,1
Thoc5,-309.6506669,-309.8995448,0.248877899,2.200274655,,0.617866294,1
Rfwd2,-350.2324965,-350.2574265,0.024930064,0.909944571,,0.874541452,1
Rc3h2,-581.65736,-581.65735,-9.94E-06,0.002908316,,1,1
Ccdc115,-327.155701,-327.2110293,0.055328256,0.000711032,,0.814038301,1
Zfp36l1,-516.8224848,-516.8260054,0.003520533,1.521260259,,0.952686019,1
Prr5l,-236.0479877,-236.1244124,0.076424718,0.031480475,,0.782202297,1
Tnfrsf11a,-89.71504133,-89.77628445,0.061243124,0.70236165,,0.804541812,1
Col24a1,-337.4023117,-337.4790825,0.076770814,0.441322102,,0.781722159,1
Rnf185,-365.8085939,-365.8085942,2.57E-07,6.78E-05,,0.999595811,1
Rabl6,-553.7985292,-554.0806669,0.282137725,1.094872831,,0.595303487,1
Sugp2,-376.4941566,-376.5105955,0.016438868,0.002651148,,0.897979502,1
Mrpl36,-471.3692949,-471.4167088,0.047413885,0.582741487,,0.827626011,1
Mtx1,-363.2496592,-363.2964777,0.046818456,0.152479263,,0.828694884,1
Slc27a4,-397.9383923,-398.092172,0.153779673,0.807079955,,0.694949222,1
Pdia4,-247.6483786,-247.6483777,-9.47E-07,3.04E-05,,1,1
Ahdc1,-296.37415,-297.088533,0.714383003,1.1493386,,0.39799259,1
Gm12657,-286.655185,-286.6668775,0.011692514,0.002654896,,0.913891043,1
Tsta3,-312.1051249,-312.7024066,0.597281731,0.027782971,,0.439617053,1
Ppif,-376.0761572,-376.5658776,0.489720387,0.993882444,,0.48405206,1
Ccdc92,-389.7511042,-389.7529605,0.001856281,0.002476503,,0.965634112,1
Blvra,-310.6788822,-310.6808642,0.001981953,1.21224724,,0.964490607,1
Cdh1,-53.27160435,-53.27160751,3.16E-06,3.818431388,,0.998582462,1
Cyp2j6,-462.191543,-464.5270556,2.335512602,0.460661865,,0.126453358,1
4930404I05Rik,-23.03745725,-23.12985482,0.092397569,1.508519147,,0.761150988,1
Faf1,-436.2736698,-436.2739359,0.000266172,0.221439005,,0.986983257,1
Slitrk6,-41.33712969,-42.8042853,1.467155607,8.239918525,,0.225795012,1
Klhdc9,-178.9276484,-179.180114,0.252465562,1.010331892,,0.615344325,1
Rchy1,-395.2761756,-395.4539681,0.177792541,0.693689593,,0.673277199,1
Micall1,-313.9452596,-314.4543528,0.509093223,2.252531959,,0.475531657,1
Dpm2,-455.9812449,-455.9851089,0.003864089,1.055262632,,0.950433988,1
Dnajb4,-452.521225,-452.5990818,0.077856748,0.689500424,,0.780223167,1
Zfp142,-361.4818272,-361.7535336,0.271706425,0.65270393,,0.602189378,1
BC029214,-262.9201248,-263.5526518,0.632527013,1.226847625,,0.426429901,1
Ttc39a,-86.61887523,-86.6188749,-3.30E-07,0.147903997,,1,1
Exosc8,-439.9561358,-440.3462096,0.390073782,0.616731235,,0.532260621,1
Usp34,-316.1012561,-316.368031,0.266774938,0.987245357,,0.605503422,1
Btaf1,-449.4087817,-449.7864554,0.377673658,0.619519588,,0.538850892,1
Adam17,-313.5307316,-313.79085,0.260118376,1.470309743,,0.61003884,1
Pcyt1a,-409.0902928,-409.0902908,-1.94E-06,1.37E-05,,1,1
Akr1c18,-169.5045647,-169.5045638,-9.40E-07,0.004382933,,1,1
Ap3m2,-484.6574268,-485.0560781,0.39865131,0.057246591,,0.5277866,1
Tnfaip1,-402.9020425,-402.9022843,0.000241869,0.081432414,,0.987591691,1
L1cam,-213.6361621,-213.8563725,0.220210328,0.948434021,,0.638879706,1
Scn1a,-383.9987312,-383.9987285,-2.76E-06,0.811560586,,1,1
Hdac9,-550.712945,-550.7129425,-2.51E-06,0.001732182,,1,1
Morc2b,-37.14186576,-37.14917681,0.007311042,0.001215874,,0.931860214,1
Kdm4c,-242.4707482,-242.470747,-1.18E-06,8.45E-05,,1,1
Sema5a,-543.6898529,-543.8980253,0.208172347,8.10E-07,,0.648203686,1
Paqr7,-319.9949286,-319.9949318,3.21E-06,0.466741277,,0.998570182,1
Snapc5,-271.1530244,-271.7685995,0.615575116,1.798990271,,0.432696369,1
Rbms1,-169.7932574,-169.8993352,0.10607774,1.653027296,,0.744654538,1
Clvs1,-33.43542155,-33.43760241,0.002180868,1.382095987,,0.962752515,1
Asic4,-310.4562097,-310.4562033,-6.42E-06,0.000173442,,1,1
Mrps5,-340.1922439,-340.1922493,5.40E-06,0.622143991,,0.998145143,1
Ssx2ip,-441.6476805,-441.6477438,6.33E-05,9.26E-05,,0.993654059,1
Zic3,-279.8328308,-279.8617231,0.02889236,0.491570689,,0.865027809,1
Trip4,-355.9014696,-358.4221098,2.520640243,2.655898536,,0.112364955,1
Cdc26,-273.0134353,-273.0134347,-6.15E-07,7.75E-05,,1,1
Nipbl,-373.4730119,-373.6165079,0.143496038,0.171927947,,0.70482992,1
Agfg2,-107.223711,-107.2237108,-2.26E-07,0.00435323,,1,1
Snrpd1,-510.7829096,-510.9327937,0.149884065,1.334735983,,0.698646174,1
Cntfr,-478.6120598,-478.716351,0.104291217,0.010661799,,0.746739541,1
Pbld2,-42.18319568,-42.18319544,-2.42E-07,0.003670586,,1,1
Ncoa7,-457.4809781,-457.8516446,0.370666573,1.733255306,,0.542641153,1
Appbp2,-297.5133726,-297.5133708,-1.75E-06,0.003185919,,1,1
Lzic,-144.6406973,-144.6471471,0.006449879,2.573385978,,0.935989799,1
Tor1a,-358.0625011,-359.6460583,1.583557266,1.336453145,,0.208249041,1
Myl9,-357.4084498,-359.0754202,1.666970392,0.172162468,,0.196664817,1
Abhd14a,-316.0444615,-316.1098748,0.065413355,3.1700062,,0.798135895,1
